active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,negative_history_limit,negative_hull_inconsistent_cuts,negative_hull_updates,negative_shadow_cuts,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,success_history_limit,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
8,0,True,0,0,0,0,0,uniform__adversarial-positive__70,uniform__adversarial-positive,8,1,13,10,133,1.0,,,base,0,0.01893699999999998,10,2,5,False,,False,,0,0,,17,0,,,118,negative_range_area7,[],11220.950146327352,12,0,0,0,0,50.559319946033376,0.0,8,,,300.71900270000003,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,7,,6,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,114,3007.190027,,,True,0.01896791602484882
4,0,True,0,0,0,0,0,uniform__adversarial-positive__70,uniform__adversarial-positive,6,2,11,10,138,1.0,,,locked,17,0.020818000000000003,10,4,5,False,,True,,0,0,,0,0,,,125,range_locked_area7,[],10696.08464676192,,,,,0,43.84216074143808,0.0,6,,,293.42169309999997,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,10,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,117,2934.216931,,,True,0.020818707998842
4,0,True,0,0,0,0,0,uniform__adversarial-positive__70,uniform__adversarial-positive,6,2,11,10,138,1.0,,,locked,17,0.021881999999999957,10,4,5,False,,True,,0,0,,0,0,,,125,negative_locked_area7,[],10696.08464676192,12,0,0,0,0,43.84216074143808,0.0,6,,,293.42169309999997,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,10,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,117,2934.216931,,,True,0.021901250001974404
8,0,True,0,0,0,0,0,uniform__adversarial-positive__71,uniform__adversarial-positive,8,0,16,12,150,1.0,,,base,0,0.024102000000000068,12,4,8,False,,False,,0,0,,19,0,,,132,range_area7,[],12063.417805624325,,,,,0,48.0087867640272,0.0,8,,,272.14029666666664,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,19,,1,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,121,3265.68356,,,True,0.024118000001180917
8,0,True,0,0,0,0,0,uniform__adversarial-positive__71,uniform__adversarial-positive,8,0,16,12,150,1.0,,,base,0,0.02588799999999991,12,4,8,False,,False,,0,0,,19,0,,,132,negative_range_area7,[],12063.417805624325,12,0,0,0,0,48.0087867640272,0.0,8,,,272.14029666666664,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,19,,1,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,3,121,3265.68356,,,True,0.02588725002715364
10,0,True,0,0,0,0,0,uniform__adversarial-positive__71,uniform__adversarial-positive,10,7,17,12,140,1.0,,,locked,19,0.030642999999999976,12,2,7,False,,True,,0,0,,0,0,,,121,range_locked_area7,[],12464.432638335687,,,,,0,95.83895903624173,0.0,10,,,273.8238773333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,20,,1,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,113,3285.886528,,,True,0.030650084023363888
10,0,True,0,0,0,0,0,uniform__adversarial-positive__71,uniform__adversarial-positive,10,7,17,12,140,1.0,,,locked,19,0.03209300000000015,12,2,7,False,,True,,0,0,,0,0,,,121,negative_locked_area7,[],12464.432638335687,12,0,0,0,0,95.83895903624173,0.0,10,,,273.8238773333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,20,,1,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,3,113,3285.886528,,,True,0.03216874995268881
6,0,True,0,0,0,0,0,uniform__adversarial-negative__67,uniform__adversarial-negative,8,1,12,10,128,1.0,,,base,0,0.018256999999999968,10,2,4,False,,False,,0,0,,17,0,,,114,range_area7,[],11145.28580040564,,,,,0,50.5213170450714,0.0,8,,,296.4057159,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,3,67,1.0,6,,9,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,109,2964.057159,,,True,0.018263875041157007
6,0,True,0,0,0,0,0,uniform__adversarial-negative__67,uniform__adversarial-negative,8,1,12,10,128,1.0,,,base,0,0.018963000000000063,10,2,4,False,,False,,0,0,,17,0,,,114,negative_range_area7,[],11145.28580040564,12,0,0,0,0,50.5213170450714,0.0,8,,,296.4057159,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,3,67,1.0,6,,9,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,109,2964.057159,,,True,0.018972458026837558
6,0,True,0,0,0,0,0,uniform__adversarial-negative__67,uniform__adversarial-negative,7,0,13,10,139,1.0,,,locked,17,0.01962599999999992,10,3,6,False,,True,,0,0,,0,0,,,124,range_locked_area7,[],11439.585376816449,,,,,0,41.22805345201003,0.0,7,,,308.6917073,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,3,67,1.0,11,,1,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,120,3086.917073,,,True,0.019638416008092463
6,0,True,0,0,0,0,0,uniform__adversarial-negative__67,uniform__adversarial-negative,7,0,13,10,139,1.0,,,locked,17,0.020955999999999975,10,3,6,False,,True,,0,0,,0,0,,,124,negative_locked_area7,[],11439.585376816449,12,0,0,0,0,41.22805345201003,0.0,7,,,308.6917073,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,3,67,1.0,11,,1,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,120,3086.917073,,,True,0.020966791023965925
11,0,True,0,0,0,0,0,uniform__adversarial-negative__68,uniform__adversarial-negative,11,0,22,15,157,1.0,,,base,0,0.0304129999999998,15,4,11,False,,False,,0,0,,22,0,,,133,range_area7,[],11311.566864547774,,,,,0,89.91461847037544,0.0,11,,,209.88755826666664,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,3,68,1.0,33,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,125,3148.313374,,,True,0.030423208023421466
11,0,True,0,0,0,0,0,uniform__adversarial-negative__68,uniform__adversarial-negative,11,0,22,15,157,1.0,,,base,0,0.03228799999999987,15,4,11,False,,False,,0,0,,22,0,,,133,negative_range_area7,[],11311.566864547774,12,0,0,0,0,89.91461847037544,0.0,11,,,209.88755826666664,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,3,68,1.0,33,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,3,125,3148.313374,,,True,0.032309999980498105
11,0,True,0,0,0,0,0,uniform__adversarial-negative__68,uniform__adversarial-negative,12,5,22,15,145,1.0,,,locked,22,0.03776999999999964,15,3,10,False,,True,,0,0,,0,0,,,121,range_locked_area7,[],11163.52153498195,,,,,0,86.64739161121139,0.0,12,,,203.11362066666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,3,68,1.0,21,,9,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,113,3046.70431,,,True,0.03781829198123887
11,0,True,0,0,0,0,0,uniform__adversarial-negative__68,uniform__adversarial-negative,12,5,22,15,145,1.0,,,locked,22,0.03984199999999971,15,3,10,False,,True,,0,0,,0,0,,,121,negative_locked_area7,[],11163.52153498195,12,0,0,0,0,86.64739161121139,0.0,12,,,203.11362066666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,3,68,1.0,21,,9,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,3,113,3046.70431,,,True,0.03984758397564292
9,0,True,0,0,0,0,0,uniform__adversarial-negative__69,uniform__adversarial-negative,9,2,19,15,139,1.0,,,base,0,0.02861400000000014,15,6,10,False,,False,,0,0,,22,0,,,118,range_area7,[],12859.410494502135,,,,,0,83.41194961814898,0.0,9,,,223.7921398,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,3,69,1.0,23,,9,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,108,3356.882097,,,True,0.02862450003158301
9,0,True,0,0,0,0,0,uniform__adversarial-negative__69,uniform__adversarial-negative,9,2,19,15,139,1.0,,,base,0,0.030199000000000087,15,6,10,False,,False,,0,0,,22,0,,,118,negative_range_area7,[],12859.410494502135,12,0,0,0,0,83.41194961814898,0.0,9,,,223.7921398,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,3,69,1.0,23,,9,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,3,108,3356.882097,,,True,0.03024687501601875
9,0,True,0,0,0,0,0,uniform__adversarial-negative__69,uniform__adversarial-negative,10,6,21,15,165,1.0,,,locked,22,0.04017899999999974,15,5,11,False,,True,,0,0,,0,0,,,142,range_locked_area7,[],12206.584809208389,,,,,0,113.82032053067346,0.0,10,,,225.15446406666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,3,69,1.0,34,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,133,3377.316961,,,True,0.040184375015087426
9,0,True,0,0,0,0,0,uniform__adversarial-negative__69,uniform__adversarial-negative,10,6,21,15,165,1.0,,,locked,22,0.04178999999999977,15,5,11,False,,True,,0,0,,0,0,,,142,negative_locked_area7,[],12206.584809208389,12,0,0,0,0,113.82032053067346,0.0,10,,,225.15446406666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,3,69,1.0,34,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,3,133,3377.316961,,,True,0.04181170801166445
7,0,True,0,0,0,0,0,uniform__adversarial-negative__70,uniform__adversarial-negative,7,1,11,10,138,1.0,,,base,0,0.019333000000000045,10,3,4,False,,False,,0,0,,17,0,,,125,range_area7,[],11151.369987015993,,,,,0,43.860243093504366,0.0,7,,,302.7273994,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,9,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,119,3027.273994,,,True,0.019348333997186273
7,0,True,0,0,0,0,0,uniform__adversarial-negative__70,uniform__adversarial-negative,7,1,11,10,138,1.0,,,base,0,0.019848000000000088,10,3,4,False,,False,,0,0,,17,0,,,125,negative_range_area7,[],11151.369987015993,12,0,0,0,0,43.860243093504366,0.0,7,,,302.7273994,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,9,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,119,3027.273994,,,True,0.019847707997541875
4,0,True,0,0,0,0,0,uniform__adversarial-negative__70,uniform__adversarial-negative,5,2,11,10,138,1.0,,,locked,17,0.020541000000000142,10,5,6,False,,True,,0,0,,0,0,,,125,range_locked_area7,[],10690.818344626192,,,,,0,41.19407354287674,0.0,5,,,293.316367,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,10,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,117,2933.16367,,,True,0.020656250009778887
4,0,True,0,0,0,0,0,uniform__adversarial-negative__70,uniform__adversarial-negative,5,2,11,10,138,1.0,,,locked,17,0.021508000000000305,10,5,6,False,,True,,0,0,,0,0,,,125,negative_locked_area7,[],10690.818344626192,12,0,0,0,0,41.19407354287674,0.0,5,,,293.316367,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,10,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,117,2933.16367,,,True,0.02150679100304842
6,0,True,0,0,0,0,0,uniform__adversarial-negative__71,uniform__adversarial-negative,9,0,14,12,136,1.0,,,base,0,0.02446199999999976,12,3,5,False,,False,,0,0,,19,0,,,120,range_area7,[],11408.921013664041,,,,,0,52.519745855040824,0.0,9,,,254.64868366666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,24,,3,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,108,3055.784204,,,True,0.02447670797118917
6,0,True,0,0,0,0,0,uniform__adversarial-negative__71,uniform__adversarial-negative,9,0,14,12,136,1.0,,,base,0,0.026235999999999926,12,3,5,False,,False,,0,0,,19,0,,,120,negative_range_area7,[],11408.921013664041,12,0,0,0,0,52.519745855040824,0.0,9,,,254.64868366666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,24,,3,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,3,108,3055.784204,,,True,0.026264792017173022
12,0,True,0,0,0,0,0,uniform__adversarial-negative__71,uniform__adversarial-negative,11,6,19,12,151,1.0,,,locked,19,0.030021000000000075,12,1,8,False,,True,,0,0,,0,0,,,130,range_locked_area7,[],12725.349715195991,,,,,0,101.97089863910828,0.0,11,,,283.3391619166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,25,,1,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,124,3400.069943,,,True,0.03004008298739791
12,0,True,0,0,0,0,0,uniform__adversarial-negative__71,uniform__adversarial-negative,11,6,19,12,151,1.0,,,locked,19,0.03136299999999981,12,1,8,False,,True,,0,0,,0,0,,,130,negative_locked_area7,[],12725.349715195991,12,0,0,0,0,101.97089863910828,0.0,11,,,283.3391619166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,25,,1,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,3,124,3400.069943,,,True,0.031372084049507976
9,0,True,0,0,0,0,0,uniform__adversarial-spatial__67,uniform__adversarial-spatial,8,3,13,10,134,1.0,,,base,0,0.020767999999999898,10,2,5,False,,False,,0,0,,17,0,,,119,range_area7,[],12701.340476515094,,,,,0,65.96383839690539,0.0,8,,,330.7268094,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,3,67,1.0,8,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,113,3307.268094,,,True,0.020827165979426354
9,0,True,0,0,0,0,0,uniform__adversarial-spatial__67,uniform__adversarial-spatial,8,3,13,10,134,1.0,,,base,0,0.021630000000000038,10,2,5,False,,False,,0,0,,17,0,,,119,negative_range_area7,[],12701.340476515094,12,0,0,0,0,65.96383839690539,0.0,8,,,330.7268094,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,3,67,1.0,8,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,113,3307.268094,,,True,0.02163845900213346
9,0,True,0,0,0,0,0,uniform__adversarial-spatial__67,uniform__adversarial-spatial,9,0,16,10,145,1.0,,,locked,17,0.021657999999999955,10,1,7,False,,True,,0,0,,0,0,,,127,range_locked_area7,[],11514.442755915961,,,,,0,54.1288471344636,0.0,9,,,312.688855,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,3,67,1.0,11,,1,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,121,3126.88855,,,True,0.021688667009584606
9,0,True,0,0,0,0,0,uniform__adversarial-spatial__67,uniform__adversarial-spatial,9,0,16,10,145,1.0,,,locked,17,0.02306499999999989,10,1,7,False,,True,,0,0,,0,0,,,127,negative_locked_area7,[],11514.442755915961,12,0,0,0,0,54.1288471344636,0.0,9,,,312.688855,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,3,67,1.0,11,,1,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,121,3126.88855,,,True,0.023082916042767465
13,0,True,0,0,0,0,0,uniform__adversarial-spatial__68,uniform__adversarial-spatial,14,4,22,15,159,1.0,,,base,0,0.0319259999999999,15,1,8,False,,False,,0,0,,22,0,,,135,range_area7,[],12617.62105305865,,,,,0,148.4007863913149,0.0,14,,,227.90161393333335,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,3,68,1.0,35,,2,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,124,3418.524209,,,True,0.03194362501380965
13,0,True,0,0,0,0,0,uniform__adversarial-spatial__68,uniform__adversarial-spatial,14,4,22,15,159,1.0,,,base,0,0.034647000000000094,15,1,8,False,,False,,0,0,,22,0,,,135,negative_range_area7,[],12617.62105305865,12,0,0,0,0,148.4007863913149,0.0,14,,,227.90161393333335,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,3,68,1.0,35,,2,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,3,124,3418.524209,,,True,0.03468429099302739
8,0,True,0,0,0,0,0,uniform__adversarial-spatial__68,uniform__adversarial-spatial,11,13,19,15,137,1.0,,,locked,22,0.03903800000000013,15,4,8,False,,True,,0,0,,0,0,,,116,range_locked_area7,[],11183.0058180322,,,,,0,138.01035710491058,0.0,11,,,200.90674413333332,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,3,68,1.0,24,,6,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,110,3013.601162,,,True,0.03910520800855011
8,0,True,0,0,0,0,0,uniform__adversarial-spatial__68,uniform__adversarial-spatial,11,13,19,15,137,1.0,,,locked,22,0.038878999999999664,15,4,8,False,,True,,0,0,,0,0,,,116,negative_locked_area7,[],11183.0058180322,12,0,0,0,0,138.01035710491058,0.0,11,,,200.90674413333332,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,3,68,1.0,24,,6,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,3,110,3013.601162,,,True,0.038909624970983714
12,0,True,0,0,0,0,0,uniform__adversarial-spatial__69,uniform__adversarial-spatial,13,3,21,15,146,1.0,,,base,0,0.02961299999999989,15,2,8,False,,False,,0,0,,22,0,,,123,range_area7,[],13066.042994566902,,,,,0,121.4214655759378,0.0,13,,,229.01390666666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,3,69,1.0,22,,10,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,114,3435.2086,,,True,0.0296125840395689
12,0,True,0,0,0,0,0,uniform__adversarial-spatial__69,uniform__adversarial-spatial,13,3,21,15,146,1.0,,,base,0,0.030882000000000076,15,2,8,False,,False,,0,0,,22,0,,,123,negative_range_area7,[],13066.042994566902,12,0,0,0,0,121.4214655759378,0.0,13,,,229.01390666666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,3,69,1.0,22,,10,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,3,114,3435.2086,,,True,0.030882792023476213
9,0,True,0,0,0,0,0,uniform__adversarial-spatial__69,uniform__adversarial-spatial,13,6,21,15,165,1.0,,,locked,22,0.03946499999999986,15,2,8,False,,True,,0,0,,0,0,,,142,range_locked_area7,[],12206.608964656949,,,,,0,128.84286656822474,0.0,13,,,225.22145306666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,3,69,1.0,34,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,134,3378.321796,,,True,0.03950691700447351
9,0,True,0,0,0,0,0,uniform__adversarial-spatial__69,uniform__adversarial-spatial,13,6,21,15,165,1.0,,,locked,22,0.041981999999999964,15,2,8,False,,True,,0,0,,0,0,,,142,negative_locked_area7,[],12206.608964656949,12,0,0,0,0,128.84286656822474,0.0,13,,,225.22145306666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,3,69,1.0,34,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,3,134,3378.321796,,,True,0.042012833000626415
7,0,True,0,0,0,0,0,uniform__adversarial-spatial__70,uniform__adversarial-spatial,6,2,14,10,145,1.0,,,base,0,0.021246000000000098,10,4,8,False,,False,,0,0,,17,0,,,129,range_area7,[],11516.371920835065,,,,,0,52.39706504001099,0.0,6,,,312.62743839999996,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,13,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,116,3126.274384,,,True,0.02124650002224371
7,0,True,0,0,0,0,0,uniform__adversarial-spatial__70,uniform__adversarial-spatial,6,2,14,10,145,1.0,,,base,0,0.02248299999999981,10,4,8,False,,False,,0,0,,17,0,,,129,negative_range_area7,[],11516.371920835065,12,0,0,0,0,52.39706504001099,0.0,6,,,312.62743839999996,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,13,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,116,3126.274384,,,True,0.02250775002175942
7,0,True,0,0,0,0,0,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,2,14,10,144,1.0,,,locked,17,0.02243700000000004,10,0,4,False,,True,,0,0,,0,0,,,128,range_locked_area7,[],10679.598186908937,,,,,0,84.63142776300798,0.0,10,,,296.0919637,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,10,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,123,2960.919637,,,True,0.02247224998427555
7,0,True,0,0,0,0,0,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,2,14,10,144,1.0,,,locked,17,0.023895,10,0,4,False,,True,,0,0,,0,0,,,128,negative_locked_area7,[],10679.598186908937,12,0,0,0,0,84.63142776300798,0.0,10,,,296.0919637,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,3,70,1.0,10,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,123,2960.919637,,,True,0.023937624995596707
10,0,True,0,0,0,0,0,uniform__adversarial-spatial__71,uniform__adversarial-spatial,11,0,15,12,141,1.0,,,base,0,0.026400999999999897,12,1,4,False,,False,,0,0,,19,0,,,124,range_area7,[],12339.184088627455,,,,,0,130.58177591346248,0.0,11,,,272.48640141666664,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,23,,2,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,113,3269.836817,,,True,0.026400833972729743
10,0,True,0,0,0,0,0,uniform__adversarial-spatial__71,uniform__adversarial-spatial,11,0,15,12,141,1.0,,,base,0,0.02777099999999999,12,1,4,False,,False,,0,0,,19,0,,,124,negative_range_area7,[],12339.184088627455,12,0,0,0,0,130.58177591346248,0.0,11,,,272.48640141666664,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,23,,2,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,3,113,3269.836817,,,True,0.027806666970718652
7,0,True,0,0,0,0,0,uniform__adversarial-spatial__71,uniform__adversarial-spatial,11,7,14,12,131,1.0,,,locked,19,0.027498000000000022,12,1,3,False,,True,,0,0,,0,0,,,115,range_locked_area7,[],12362.47871412821,,,,,0,150.03224311103048,0.0,11,,,268.29131191666664,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,19,,3,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,106,3219.495743,,,True,0.027503416989929974
7,0,True,0,0,0,0,0,uniform__adversarial-spatial__71,uniform__adversarial-spatial,11,7,14,12,131,1.0,,,locked,19,0.02826100000000009,12,1,3,False,,True,,0,0,,0,0,,,115,negative_locked_area7,[],12362.47871412821,12,0,0,0,0,150.03224311103048,0.0,11,,,268.29131191666664,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,3,71,1.0,19,,3,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,3,106,3219.495743,,,True,0.028287499968428165
8,0,True,0,0,0,0,0,edge__iid__67,edge__iid,6,0,12,10,135,1.0,,,base,0,0.018148000000000053,10,4,6,False,,False,,0,0,,17,0,,,121,range_area7,[],11174.531239559894,,,,,0,41.51394882524377,0.0,6,,,301.1906249,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,3,67,1.0,7,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,116,3011.906249,,,True,0.01816695899469778
8,0,True,0,0,0,0,0,edge__iid__67,edge__iid,6,0,12,10,135,1.0,,,base,0,0.018765000000000143,10,4,6,False,,False,,0,0,,17,0,,,121,negative_range_area7,[],11174.531239559894,12,0,0,0,0,41.51394882524377,0.0,6,,,301.1906249,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,3,67,1.0,7,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,116,3011.906249,,,True,0.01886054198257625
7,0,True,0,0,0,0,0,edge__iid__67,edge__iid,6,0,12,10,137,1.0,,,locked,17,0.01826699999999981,10,4,6,False,,True,,0,0,,0,0,,,123,range_locked_area7,[],10835.443075196636,,,,,0,41.51394882524377,0.0,6,,,295.5088616,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,3,67,1.0,7,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,117,2955.088616,,,True,0.018278040981385857
7,0,True,0,0,0,0,0,edge__iid__67,edge__iid,6,0,12,10,137,1.0,,,locked,17,0.019202999999999637,10,4,6,False,,True,,0,0,,0,0,,,123,negative_locked_area7,[],10835.443075196636,12,0,0,0,0,41.51394882524377,0.0,6,,,295.5088616,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,3,67,1.0,7,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,3,117,2955.088616,,,True,0.019203292031306773
13,0,True,0,0,0,0,0,edge__iid__68,edge__iid,9,0,19,15,152,1.0,,,base,0,0.03022999999999998,15,6,10,False,,False,,0,0,,22,0,,,131,range_area7,[],13285.035441146365,,,,,0,108.0410260588057,0.0,9,,,234.33380586666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,3,68,1.0,26,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,116,3515.007088,,,True,0.030255000048782676
13,0,True,0,0,0,0,0,edge__iid__68,edge__iid,9,0,19,15,152,1.0,,,base,0,0.03223600000000015,15,6,10,False,,False,,0,0,,22,0,,,131,negative_range_area7,[],13285.035441146365,12,0,0,0,0,108.0410260588057,0.0,9,,,234.33380586666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,3,68,1.0,26,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,3,116,3515.007088,,,True,0.032251166994683444
9,0,True,0,0,0,0,0,edge__iid__68,edge__iid,10,11,18,15,145,1.0,,,locked,22,0.0314350000000001,15,5,8,False,,True,,0,0,,0,0,,,125,range_locked_area7,[],13993.030779873667,,,,,0,80.23639679292691,0.0,10,,,241.90707713333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,3,68,1.0,19,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,121,3628.606157,,,True,0.03148133400827646
