phase,problem,setting,block,order,case_code,official_row_id,practice_run_no,parameters,sources,omni_sources,directional_sources,completed,cleared,misses,virtual_time_us,total_s,seconds_per_source,distance_m,movement_s,measurements,switches,measurement_s,switch_s,failed_clear_s,successful_clear_s,retries,duplicate_responses,max_action_ledger_error_s,wall_s,round_counters_recorded,sources_at_round_budget,maximum_rounds,end_reason,evidence,shared_known_measurements,shared_negative_cooldown_skips,source_interruptions,optical_fallback_calls,bracket_pair_cuts,active_measurements,certified_clears,omni_negative_cuts,packet_fallbacks,forced_continuations
robustness,3,perturbed,20,621,QCF9-X3EE-G4M3-YH5W,800,358704147590808050,"{""localization_weight"": 0.04, ""max_active"": 2, ""remainder_weight"": 1, ""share_limit"": 8, ""trial_radius"": 35}",12,12,0,1,12,0,3090910000,3090.91,257.5758333333333,11859.550001772113,2371.9100003544227,111,104,555,104,0,60,0,0,4.7668625313690427e-07,54.060627083992586,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-120950-64044c30,14,,,0,0,6,6,1,,
robustness,4,baseline,20,622,CFUB-NG7Z-WK3F-YUYM,801,1042833535757648352,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",14,6,8,1,14,0,6084424572,6084.424572,434.60175514285714,23117.122850356183,4623.424570071236,236,211,1180,211,0,70,0,0,4.882820547891242e-07,57.5952602920006,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-121044-607938c4,14,7,2,0,0,12,10,,0,0
robustness,4,baseline,21,623,DM26-SZAT-FENF-9DF7,802,5544310294146196854,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",11,9,2,1,11,0,5710284949,5710.284949,519.1168135454545,19836.42476272868,3967.284952545736,285,263,1425,263,0,55,0,0,4.987089763375252e-07,60.487941542000044,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-121142-23f8f477,19,2,2,0,0,5,11,,0,0
robustness,4,perturbed,21,624,GFMW-2SE8-YPK4-AP2B,803,2009906313631419340,"{""fraction"": 0.25, ""pause_limit"": 24, ""share_cooldown"": 300, ""share_limit"": 6, ""steps"": 4, ""transverse_m"": 20, ""trial_radius"": 45}",14,3,11,1,14,0,6150721178,6150.721178,439.337227,21653.605905280223,4330.721181056045,296,270,1480,270,0,70,0,0,4.917292084627434e-07,60.583246041991515,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-121243-dade6acc,19,14,2,0,2,12,11,,0,0
robustness,3,perturbed,21,625,BZJV-EEZB-65GS-8ET3,804,5115042330396305747,"{""localization_weight"": 0.16, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 8, ""trial_radius"": 50}",16,16,0,1,16,0,3374203392,3374.203392,210.887712,13031.016973321555,2606.203394664311,116,108,580,108,0,80,0,0,4.559989488228666e-07,52.662694958999055,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-121343-7df657f1,40,,,0,0,6,8,5,,
robustness,4,perturbed,21,626,U5U7-RJ73-3C3C-TG3R,805,3928457003858492601,"{""fraction"": 0.1, ""pause_limit"": 16, ""share_cooldown"": 300, ""share_limit"": 4, ""steps"": 4, ""transverse_m"": 40, ""trial_radius"": 25}",12,3,9,1,12,0,6281112473,6281.112473,523.4260394166666,22585.562372679044,4517.112474535808,287,269,1435,269,0,60,0,0,4.910437283456304e-07,62.044774416979635,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-121436-4535192a,11,20,3,0,0,12,9,,0,0
robustness,3,baseline,21,627,JHGX-8ZPK-RVQE-FH67,806,4553556281514905413,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",12,12,0,1,12,1,3017946009,3017.946009,251.49550075,11164.730041184,2232.9460082368,122,112,610,112,3,60,0,0,4.947057448134728e-07,54.087346917018294,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-121539-079078cf,25,,,0,0,4,7,1,,
robustness,3,perturbed,21,628,RUZM-G7VG-6WVY-W924,807,8288298682500470931,"{""localization_weight"": 0.04, ""max_active"": 3, ""remainder_weight"": 2, ""share_limit"": 6, ""trial_radius"": 35}",15,15,0,1,15,1,3320124721,3320.124721,221.34164806666666,12660.623601041523,2532.1247202083046,120,110,600,110,3,75,0,0,4.989596789073403e-07,52.7799975000089,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-121633-70dd219e,20,,,0,0,10,11,1,,
robustness,3,baseline,22,629,9X4J-PWR2-2E2W-X4NW,808,2549363473448106352,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",16,16,0,1,16,0,3251191275,3251.191275,203.1994546875,12555.956377632634,2511.1912755265266,112,100,560,100,0,80,0,0,4.543696974224076e-07,52.84024158297689,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-121726-eeebab68,20,,,0,0,5,9,0,,
robustness,4,baseline,22,630,SWVC-FJBK-ENV8-CTY6,809,9163267247691415756,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",13,10,3,1,13,0,5582663118,5582.663118,429.4356244615385,20268.315592385443,4053.6631184770886,248,224,1240,224,0,65,0,0,4.831903481772315e-07,58.05679620799492,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-121819-c8b85bdd,14,10,5,0,0,10,11,,0,0
robustness,4,perturbed,22,631,UT8N-XTHP-QXRY-4V5B,810,8897316662606329363,"{""fraction"": 0.1, ""pause_limit"": 16, ""share_cooldown"": 75, ""share_limit"": 8, ""steps"": 3, ""transverse_m"": 60, ""trial_radius"": 25}",10,2,8,1,10,0,6640957951,6640.957951,664.0957951,23499.789754466772,4699.957950893355,319,296,1595,296,0,50,0,0,4.992629030198259e-07,60.84982937501627,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-121917-c2b5756d,9,1,2,0,0,14,7,,0,0
robustness,4,perturbed,22,632,2D8X-663W-XPAK-TQW6,811,1004234228164808095,"{""fraction"": 0.25, ""pause_limit"": 8, ""share_cooldown"": 75, ""share_limit"": 8, ""steps"": 3, ""transverse_m"": 20, ""trial_radius"": 25}",16,15,1,1,16,0,4905517964,4905.517964,306.59487275,18222.58983056416,3644.5179661128323,200,181,1000,181,0,80,0,0,4.798754247303805e-07,56.522593917005,True,0,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-122018-d2a76b28,18,0,2,0,0,5,15,,0,0
robustness,3,perturbed,22,633,Y58H-DWPW-SSAC-UQJP,812,6426155668845947013,"{""localization_weight"": 0.16, ""max_active"": 2, ""remainder_weight"": 1, ""share_limit"": 6, ""trial_radius"": 65}",11,11,0,1,11,1,3046639295,3046.639295,276.96720863636364,11078.196481110877,2215.6392962221753,130,123,650,123,3,55,0,0,4.968280791217694e-07,54.685866667015944,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-122115-fe1edee5,15,,,0,0,6,6,1,,
robustness,3,perturbed,22,634,E5NC-EH2U-CE5J-A32V,813,2530338603745484744,"{""localization_weight"": 0.04, ""max_active"": 3, ""remainder_weight"": 1, ""share_limit"": 8, ""trial_radius"": 50}",12,12,0,1,12,1,3310358723,3310.358723,275.86322691666663,12876.793620906985,2575.358724181397,113,107,565,107,3,60,0,0,4.951768204364271e-07,51.933076291985344,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-122210-58ca3ae5,9,,,0,0,10,10,0,,
robustness,3,perturbed,23,635,EM3C-2MH5-RDPG-Q6HX,814,4498760270792867563,"{""localization_weight"": 0.04, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 4, ""trial_radius"": 50}",16,16,0,1,16,0,3450447345,3450.447345,215.6529590625,12937.236723342075,2587.447344668415,132,123,660,123,0,80,0,0,4.960831603284532e-07,54.353012874984415,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-122302-54715fd5,30,,,0,0,5,8,1,,
robustness,3,baseline,23,636,P9SX-EPC7-7BCN-V63S,815,3839009519133007736,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",11,11,0,1,11,1,3018915686,3018.915686,274.4468805454545,11034.578435305139,2206.9156870610277,127,119,635,119,3,55,0,0,4.87813025529249e-07,54.02064033399802,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-122356-e7bbcafe,19,,,0,0,5,5,1,,
robustness,4,perturbed,23,637,WDT5-HVQH-KYDV-F859,816,7192431048778942309,"{""fraction"": 0.25, ""pause_limit"": 24, ""share_cooldown"": 150, ""share_limit"": 6, ""steps"": 4, ""transverse_m"": 20, ""trial_radius"": 35}",16,4,12,1,16,0,5540716640,5540.71664,346.29479,20828.583197416672,4165.716639483335,220,195,1100,195,0,80,0,0,4.77681084021242e-07,57.328808416990796,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-122451-9ec2920f,18,8,2,0,2,23,11,,0,0
robustness,3,perturbed,23,638,CYYC-HKBX-4W3W-M4CP,817,9174916778285767135,"{""localization_weight"": 0.16, ""max_active"": 2, ""remainder_weight"": 1.5, ""share_limit"": 8, ""trial_radius"": 35}",11,11,0,1,11,0,3033450880,3033.45088,275.7682618181818,11052.254394963518,2210.4508789927036,129,123,645,123,0,55,0,0,4.7110106038417143e-07,54.81901820798521,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-122548-d0e51750,13,,,0,0,8,7,1,,
robustness,4,baseline,23,639,U2U4-7PDX-5UJY-MCAP,818,8787324031981122193,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",16,13,3,1,16,0,4502632132,4502.632132,281.41450825,16423.160667952503,3284.6321335905004,192,178,960,178,0,80,0,0,4.965843540816195e-07,56.8437149169913,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-122643-0a09f2db,30,3,4,0,0,7,11,,0,0
robustness,4,perturbed,23,640,UQFJ-TAA6-82DW-FC6S,819,5722783300978600091,"{""fraction"": 0.15, ""pause_limit"": 8, ""share_cooldown"": 300, ""share_limit"": 6, ""steps"": 4, ""transverse_m"": 20, ""trial_radius"": 25}",10,2,8,1,10,0,7392053727,7392.053727,739.2053727,26735.268653139705,5347.053730627941,337,310,1685,310,0,50,0,0,4.98385716696248e-07,66.16542375000427,True,1,4,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-122740-631b5be3,6,9,3,0,0,18,8,,1,0
robustness,3,baseline,24,641,ZAHG-F77A-5NUM-HWXW,820,2551294604558000849,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",14,14,0,1,14,0,3116570028,3116.570028,222.61214485714285,12162.850131034942,2432.5700262069886,103,99,515,99,0,70,0,0,4.5130885695243705e-07,53.15974491700763,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-122846-262d005d,11,,,0,0,6,8,0,,
robustness,4,perturbed,24,642,NF2P-6YRE-PU75-PEK8,821,2516711123232791858,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 300, ""share_limit"": 6, ""steps"": 3, ""transverse_m"": 40, ""trial_radius"": 45}",14,8,6,1,14,0,6463207226,6463.207226,461.657659,24186.036139846845,4837.207227969369,264,236,1320,236,0,70,0,0,4.986745736346165e-07,60.488989500008756,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-122940-a6d69304,24,21,4,0,1,15,8,,0,0
robustness,3,perturbed,24,643,6XHF-MF7C-VYEY-5WTP,822,5810278641193622688,"{""localization_weight"": 0.04, ""max_active"": 2, ""remainder_weight"": 1, ""share_limit"": 8, ""trial_radius"": 65}",15,15,0,1,15,2,3389242971,3389.242971,225.9495314,13411.214866050756,2682.242973210151,106,96,530,96,6,75,0,0,4.954707257809332e-07,53.617178249987774,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-123040-b35b6b9a,19,,,0,0,10,8,1,,
robustness,4,baseline,24,644,QQMJ-97FQ-ZBMS-USHC,823,1132282473891839935,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",14,2,12,1,14,2,5834066208,5834.066208,416.7190148571429,22000.33104453504,4400.066208907008,230,208,1150,208,6,70,0,0,4.7078798282029766e-07,59.0527010000078,True,0,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-123134-03c8e786,14,3,2,0,0,8,9,,0,0
robustness,3,perturbed,24,645,WT7H-ZKSZ-7JM6-2E4V,824,674529922991920073,"{""localization_weight"": 0.08, ""max_active"": 4, ""remainder_weight"": 1.5, ""share_limit"": 4, ""trial_radius"": 50}",11,11,0,1,11,1,3271054364,3271.054364,297.36857854545457,12450.271824068319,2490.0543648136636,122,113,610,113,3,55,0,0,4.990849191699454e-07,54.333505459013395,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-123234-573aff88,17,,,0,0,7,7,0,,
robustness,4,perturbed,24,646,TUW4-9W59-BKPB-7UND,825,8743422697061274913,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150, ""share_limit"": 8, ""steps"": 4, ""transverse_m"": 60, ""trial_radius"": 45}",12,6,6,1,12,0,5817730856,5817.730856,484.81090466666666,20808.654300354625,4161.730860070925,270,246,1350,246,0,60,0,0,4.930276702452829e-07,60.057705332990736,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-123328-fa059865,15,2,1,0,0,14,11,,0,0
robustness,4,perturbed,25,647,HZW8-U9XS-YXF5-BRNM,826,4781503609371237688,"{""fraction"": 0.1, ""pause_limit"": 24, ""share_cooldown"": 150, ""share_limit"": 4, ""steps"": 3, ""transverse_m"": 40, ""trial_radius"": 45}",13,3,10,1,13,1,6334659301,6334.659301,487.2814846923077,22943.296506366518,4588.659301273304,284,258,1420,258,3,65,0,0,4.983298858007856e-07,60.138203416980105,True,1,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-123428-4c444141,16,6,5,0,1,16,8,,1,0
robustness,3,baseline,25,648,Y3H8-AN9G-7MYR-GSD3,827,6994773103019582423,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",16,16,0,1,16,2,3376025253,3376.025253,211.0015783125,13485.126258652052,2697.02525173041,100,93,500,93,6,80,0,0,4.981765329148402e-07,53.58627387500019,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-123529-13562816,17,,,0,0,9,12,0,,
robustness,3,perturbed,25,649,4KNG-UMZG-MN5V-ZMQ4,828,5389811014561083521,"{""localization_weight"": 0.16, ""max_active"": 2, ""remainder_weight"": 1, ""share_limit"": 6, ""trial_radius"": 65}",13,13,0,1,13,0,3187960327,3187.960327,245.22771746153845,12214.801644150739,2442.960328830148,115,105,575,105,0,65,0,0,4.811904261714517e-07,54.30680254200706,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-123622-df5fc206,21,,,0,0,4,8,0,,
robustness,4,perturbed,25,650,GWDB-Z3SU-CZFT-5TZ8,829,7117327604503484893,"{""fraction"": 0.1, ""pause_limit"": 8, ""share_cooldown"": 75, ""share_limit"": 4, ""steps"": 3, ""transverse_m"": 60, ""trial_radius"": 25}",12,0,12,1,12,0,6425334006,6425.334006,535.4445005,23191.67003745262,4638.334007490524,292,267,1460,267,0,60,0,0,4.952972858518478e-07,63.24294195801485,True,1,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-123717-a3c086d4,22,3,5,0,0,17,12,,1,0
robustness,4,baseline,25,651,4STK-BD5W-RTWN-46VM,830,6135404535323095703,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",15,6,9,1,15,0,6486995667,6486.995667,432.46637780000003,25054.978343113227,5010.995668622645,238,211,1190,211,0,75,0,0,4.976463543471255e-07,58.982777708995854,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-123820-fd8971c1,9,4,2,0,0,15,11,,0,0
robustness,3,perturbed,25,652,KB97-JXTQ-HA2G-CUEY,831,1071615315519846992,"{""localization_weight"": 0.16, ""max_active"": 4, ""remainder_weight"": 1.5, ""share_limit"": 4, ""trial_radius"": 35}",11,11,0,1,11,0,3147993112,3147.993112,286.181192,12024.96555454685,2404.99311090937,116,108,580,108,0,55,0,0,4.935782484949414e-07,53.559570040990366,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-123919-4f9a01ea,13,,,0,0,7,7,1,,
robustness,4,perturbed,26,653,A6E7-XGK8-VGCZ-7THD,832,5108516721631213233,"{""fraction"": 0.15, ""pause_limit"": 24, ""share_cooldown"": 75, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 20, ""trial_radius"": 35}",15,10,5,1,15,0,6103192890,6103.19289,406.879526,23450.964448537285,4690.192889707457,226,208,1130,208,0,75,0,0,4.745331381172946e-07,57.99892416698276,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-124013-96a43a6f,26,4,0,0,0,5,11,,0,0
robustness,4,baseline,26,654,9ZTS-HX77-732T-V75E,833,2496697390709234308,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",16,8,8,1,16,2,6111347400,6111.3474,381.9592125,22591.737013592654,4518.347402718531,255,232,1275,232,6,80,0,0,4.861917943799199e-07,60.43655174999731,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-124111-afb086cb,29,3,3,0,0,17,12,,0,0
robustness,3,perturbed,26,655,KW2E-63BA-FZAB-5EQE,834,3405601628548708120,"{""localization_weight"": 0.04, ""max_active"": 3, ""remainder_weight"": 2, ""share_limit"": 4, ""trial_radius"": 35}",15,15,0,1,15,0,3275761095,3275.761095,218.384073,12783.805481239442,2556.7610962478884,109,99,545,99,0,75,0,0,4.986816577456921e-07,53.584490292007104,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-124212-f60f8a02,19,,,0,0,5,10,0,,
robustness,3,perturbed,26,656,QG6B-KHWR-WJK9-2RVU,835,8915020912697304413,"{""localization_weight"": 0.16, ""max_active"": 4, ""remainder_weight"": 2, ""share_limit"": 8, ""trial_radius"": 65}",11,11,0,1,11,0,2903377148,2903.377148,263.9433770909091,10346.885745252821,2069.377149050564,131,124,655,124,0,55,0,0,4.976181173788063e-07,55.75537133400212,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-124306-eacac341,24,,,0,0,4,4,0,,
robustness,4,perturbed,26,657,TWUR-UXBU-7JYQ-XRCA,836,7690721074590286153,"{""fraction"": 0.15, ""pause_limit"": 8, ""share_cooldown"": 150, ""share_limit"": 4, ""steps"": 10, ""transverse_m"": 40, ""trial_radius"": 35}",15,2,13,1,15,0,6045063613,6045.063613,403.0042408666667,22315.318072746843,4463.063614549368,255,232,1275,232,0,75,0,0,4.770273278609238e-07,59.316337625001324,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-124402-26bcbdb6,23,1,1,0,0,11,13,,0,0
robustness,3,baseline,26,658,QJHR-FET2-X5X9-X92H,837,2163766874776604767,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",12,12,0,1,12,0,2959714967,2959.714967,246.64291391666666,11118.574828154533,2223.7149656309066,114,106,570,106,0,60,0,0,4.813026990291291e-07,55.82741858402733,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-124501-0e3e19db,18,,,0,0,4,8,0,,
robustness,4,perturbed,27,659,9UDK-JTFE-NJ5M-925G,838,1825672993209201143,"{""fraction"": 0.25, ""pause_limit"": 8, ""share_cooldown"": 75, ""share_limit"": 6, ""steps"": 3, ""transverse_m"": 60, ""trial_radius"": 45}",10,5,5,1,10,0,5661778181,5661.778181,566.1778181,19428.89090664331,3885.7781813286624,291,271,1455,271,0,50,0,0,4.981542360837921e-07,60.959011500002816,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-124557-b1d34ca0,6,0,3,0,0,8,10,,0,0
robustness,3,baseline,27,660,5V5S-ZPG7-UCNG-8JSR,839,439368986618937079,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",16,16,0,1,16,2,3201028178,3201.028178,200.064261125,12225.140896961688,2445.0281793923377,113,105,565,105,6,80,0,0,4.983610750741718e-07,54.89855762498337,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-124658-8454a7b8,25,,,0,0,10,11,1,,
robustness,4,perturbed,27,661,4XMQ-DB9R-Z4UY-FZX5,840,5224132306556380961,"{""fraction"": 0.1, ""pause_limit"": 16, ""share_cooldown"": 150, ""share_limit"": 8, ""steps"": 3, ""transverse_m"": 60, ""trial_radius"": 25}",13,10,3,1,13,0,6313969888,6313.969888,485.6899913846154,23134.84944125324,4626.969888250647,274,252,1370,252,0,65,0,0,4.988489976653909e-07,60.06263020800543,True,2,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-124754-18d91d7e,11,6,3,0,0,14,12,,2,0
robustness,3,perturbed,27,662,5MRD-9SEN-K9VE-AU95,841,3447368360362744760,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 4, ""trial_radius"": 50}",16,16,0,1,16,1,3090171389,3090.171389,193.1357118125,11945.856949925454,2389.1713899850906,104,98,520,98,3,80,0,0,4.850514230270164e-07,53.980512916023144,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-124854-40410e90,16,,,0,0,8,9,2,,
robustness,3,perturbed,27,663,H8YZ-JZ6J-BG49-ZZ36,842,1657279731509279253,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 2, ""share_limit"": 4, ""trial_radius"": 65}",14,14,0,1,14,1,3118046682,3118.046682,222.71762014285716,11875.233406459149,2375.04668129183,113,105,565,105,3,70,0,0,4.553123460482311e-07,56.2859381250164,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-124948-fc146b12,12,,,0,0,6,6,0,,
robustness,4,baseline,27,664,Z9ZC-MFE8-BYM7-CZQH,843,3140413333736993930,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",14,5,9,1,14,0,6105295170,6105.29517,436.0925121428572,22056.475851131487,4411.295170226297,275,249,1375,249,0,70,0,0,4.840647136461484e-07,61.24635587501689,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-125044-945671f1,18,8,2,0,1,13,11,,0,0
robustness,4,perturbed,28,665,PNQG-VUKH-HVZH-RCQK,844,4147483363330041117,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 75, ""share_limit"": 8, ""steps"": 4, ""transverse_m"": 60, ""trial_radius"": 45}",11,10,1,1,11,1,5841127826,5841.127826,531.0116205454545,20595.63913958526,4119.127827917052,281,259,1405,259,3,55,0,0,4.981491628086587e-07,61.79399416700471,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-125146-57ffd433,9,0,3,0,0,8,10,,0,0
robustness,3,perturbed,28,666,BWNU-E38B-3XBQ-DZ6P,845,3419372163210033469,"{""localization_weight"": 0.04, ""max_active"": 4, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 65}",13,13,0,1,13,0,3258812264,3258.812264,250.67786646153849,12019.061328087373,2403.8122656174746,133,125,665,125,0,65,0,0,4.3126433979523426e-07,56.44780549997813,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-125248-b2e4dc53,28,,,0,0,6,4,1,,
