phase,problem,setting,block,order,case_code,official_row_id,practice_run_no,parameters,sources,omni_sources,directional_sources,completed,cleared,misses,virtual_time_us,total_s,seconds_per_source,distance_m,movement_s,measurements,switches,measurement_s,switch_s,failed_clear_s,successful_clear_s,retries,duplicate_responses,max_action_ledger_error_s,wall_s,round_counters_recorded,sources_at_round_budget,maximum_rounds,end_reason,evidence,shared_known_measurements,shared_negative_cooldown_skips,source_interruptions,optical_fallback_calls,bracket_pair_cuts,active_measurements,certified_clears,omni_negative_cuts,packet_fallbacks,forced_continuations
screen,4,share_cooldown=400,5,229,4DQF-RXXP-AMEV-B8Q3,408,7815616305046381211,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 400, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",12,5,7,1,12,0,6019159023,6019.159023,501.59658525000003,22245.795121844054,4449.159024368811,256,230,1280,230,0,60,0,0,4.505792148279397e-07,44.23600624999381,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-064151-e2f64695,18,4,1,0,0,4,10,,0,0
screen,4,transverse_m=10,5,230,P6KS-QUP7-K799-FURQ,409,5133098366857893791,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 10, ""trial_radius"": 35.0}",13,9,4,1,13,0,5869257688,5869.257688,451.4813606153846,21341.28844284403,4268.257688568806,260,236,1300,236,0,65,0,0,4.996206328655717e-07,46.59966004197486,True,0,5,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-064236-abbaf626,18,6,1,0,0,11,10,,0,0
screen,4,share_limit=20,5,231,2RD4-V2DJ-X8YW-2RBP,410,351682339289945462,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 20, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",13,11,2,1,13,0,5846548053,5846.548053,449.73446561538464,21257.74028508334,4251.548057016667,258,240,1290,240,0,65,0,0,4.810723694959051e-07,44.48938920799992,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-064322-a1c77af8,9,5,3,0,0,6,11,,0,0
screen,4,trial_radius=20,5,232,MNGN-AM5T-MFFF-3474,411,5407503194957180905,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 20}",11,8,3,1,11,0,6307361932,6307.361932,573.3965392727273,22781.80966982712,4556.361933965423,286,266,1430,266,0,55,0,0,4.98210724231285e-07,45.80257741699461,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-064407-78dabc27,7,3,2,0,0,7,11,,0,0
screen,3,share_limit=2,5,233,ZVMF-ER4C-6E27-PTP7,412,5022778663182403187,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 2, ""trial_radius"": 50.0}",15,15,0,1,15,0,2988713083,2988.713083,199.24753886666667,11183.565410840794,2236.713082168159,114,107,570,107,0,75,0,0,4.4970589385684434e-07,38.02418408298399,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-064453-85fb0678,22,,,0,0,3,5,1,,
screen,4,transverse_m=100,5,234,547S-Y3M2-BRF7-RK6R,413,7086923984691222339,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 100, ""trial_radius"": 35.0}",16,11,5,1,16,0,5281572391,5281.572391,330.0982744375,19837.8619598386,3967.57239196772,209,189,1045,189,0,80,0,0,4.527016983502108e-07,42.171021958987694,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-064531-14f692b6,19,1,3,0,0,10,11,,0,0
screen,3,share_limit=12,5,235,4Y6B-DEDJ-Z6GZ-SVTT,414,1168462811338276202,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 12, ""trial_radius"": 50.0}",10,10,0,1,10,1,2873114689,2873.114689,287.3114689,10395.573450531147,2079.1146901062293,124,121,620,121,3,50,0,0,4.995674771635095e-07,38.50185645799502,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-064614-cc0d1503,8,,,0,0,8,6,1,,
screen,3,remainder_weight=1,5,236,AAZB-9UPF-QHPU-G9M6,415,537501929972980309,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1, ""share_limit"": 6, ""trial_radius"": 50.0}",13,13,0,1,13,0,2965361262,2965.361262,228.10471246153844,11161.80629958375,2232.36125991675,113,103,565,103,0,65,0,0,4.369678450188985e-07,39.20258970800205,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-064652-c8310f49,23,,,0,0,5,7,1,,
screen,4,transverse_m=20,5,237,8B8C-JFB8-CJP8-C8CK,416,4305712711126559455,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 20, ""trial_radius"": 35.0}",12,3,9,1,12,0,5881265287,5881.265287,490.10544058333335,21211.326445174855,4242.265289034971,267,244,1335,244,0,60,0,0,4.979595757959032e-07,44.97170199998072,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-064732-7c26703d,13,3,2,0,0,8,8,,0,0
screen,3,baseline,5,238,83XR-9CPB-Y9ZH-XETN,417,4000810302027624250,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",14,14,0,1,14,0,3475827029,3475.827029,248.2733592142857,13354.135149038391,2670.827029807678,124,115,620,115,0,70,0,0,4.918073983617433e-07,38.85418437499902,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-064817-afda1828,22,,,0,0,7,10,0,,
screen,4,fraction=0.5,5,239,D4RR-K9HT-P5R8-XVFU,418,3428332856111188773,"{""fraction"": 0.5, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",15,10,5,1,15,0,5754986395,5754.986395,383.66575966666664,21844.931976079995,4368.986395215999,222,201,1110,201,0,75,0,0,4.95271279987719e-07,43.27743941699737,True,0,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-064856-5a4d3505,14,8,2,0,1,8,12,,0,0
screen,3,max_active=2,5,240,9GYC-V2KT-VJRW-ZBTQ,419,2854092186365044116,"{""localization_weight"": 0.08, ""max_active"": 2, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",16,16,0,1,16,0,3057203714,3057.203714,191.075232125,11611.018569372243,2322.2037138744486,110,105,550,105,0,80,0,0,4.821896339990417e-07,38.94563245799509,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-064939-f82af65d,39,,,0,0,6,10,5,,
screen,3,trial_radius=65,5,241,6S82-JGMC-ZFPK-6M9X,420,1227576929619827429,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 65}",16,16,0,1,16,0,3544579324,3544.579324,221.53620775,13862.89662099389,2772.579324198778,116,112,580,112,0,80,0,0,4.874201806615019e-07,38.77868083299836,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-065018-f9ea4c72,22,,,0,0,4,5,2,,
screen,3,trial_radius=20,5,242,BNP4-76RK-8BXA-4MNH,421,4157199431033341092,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 20}",13,13,0,1,13,0,3553231058,3553.231058,273.325466,13261.155294681372,2652.231058936274,141,131,705,131,0,65,0,0,4.71864346707207e-07,39.65423849999206,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-065057-f1005a7d,20,,,0,0,12,13,3,,
screen,3,max_active=4,5,243,FQ9H-RDU2-HH44-VUWP,422,2669449340537042538,"{""localization_weight"": 0.08, ""max_active"": 4, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",10,10,0,1,10,1,3311184162,3311.184162,331.1184162,12480.920796197592,2496.1841592395185,128,122,640,122,3,50,0,0,4.764998777773144e-07,39.174064416991314,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-065137-21ad6c89,9,,,0,0,7,3,0,,
screen,4,pause_limit=0,5,244,7FVY-JGQU-TBHW-4APJ,423,6228650591593854127,"{""fraction"": 0.15, ""pause_limit"": 0, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",15,3,12,1,15,0,6655288224,6655.288224,443.6858816,24876.441134938832,4975.288226987766,272,245,1360,245,0,75,0,0,4.906890183065116e-07,45.336453707976034,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-065216-927b367f,15,3,0,0,0,19,10,,0,18
screen,4,fraction=0.3,5,245,MMSN-DEQW-MMZQ-7HZF,424,1747799159163370452,"{""fraction"": 0.3, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",11,0,11,1,11,0,6096940916,6096.940916,554.267356,21779.70458251582,4355.940916503164,285,261,1425,261,0,55,0,0,4.923562073599896e-07,45.31081212501158,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-065302-138603ec,16,1,2,0,1,11,10,,0,0
screen,3,max_active=5,5,246,TXYY-2R5M-KDWT-YPXU,425,4485854119798805496,"{""localization_weight"": 0.08, ""max_active"": 5, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",11,11,0,1,11,1,3197826112,3197.826112,290.71146472727276,11694.130558028079,2338.8261116056156,135,126,675,126,3,55,0,0,4.840068470457481e-07,40.37612470801105,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-065347-91d17cbf,24,,,0,0,7,8,0,,
screen,3,share_limit=0,5,247,R6S2-FBDR-3UK8-SQW5,426,5866801181698179190,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 0, ""trial_radius"": 50.0}",11,11,0,1,11,0,3149655354,3149.655354,286.3323049090909,11933.276775069055,2386.655355013811,119,113,595,113,0,55,0,0,4.838060760903318e-07,39.7467963329982,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-065428-75c09d61,0,,,0,0,5,3,0,,
screen,4,transverse_m=70,5,248,9K9R-XHSG-A49P-G3QS,427,1331205796762031012,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 70, ""trial_radius"": 35.0}",11,3,8,1,11,0,6447430086,6447.430086,586.1300078181819,23412.150445465544,4682.430089093109,289,265,1445,265,0,55,0,0,4.994762292653832e-07,45.623746875004144,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-065508-46313d22,10,4,1,0,1,11,8,,0,0
screen,4,trial_radius=50,5,249,YNZT-8CMZ-RE9J-N3E3,428,2967226089162340290,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 50}",11,0,11,1,11,0,6897552306,6897.552306,627.0502096363635,24552.761529705338,4910.552305941068,326,302,1630,302,0,55,0,0,4.5966491768467677e-07,48.29193141599535,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-065554-fd1eb8e2,8,1,2,0,0,17,5,,0,0
screen,3,remainder_weight=0.5,5,250,H3DQ-SCYX-99S4-KSM8,429,6795492833126834514,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 0.5, ""share_limit"": 6, ""trial_radius"": 50.0}",10,10,0,1,10,0,2922410796,2922.410796,292.24107960000003,10822.05398442386,2164.410796884772,119,113,595,113,0,50,0,0,4.98815438731981e-07,39.21847654102021,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-065642-c0327301,7,,,0,0,6,5,0,,
screen,4,steps=4,5,251,ZHFY-HCCX-P6Y5-FT73,430,6173813048981830084,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 4, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",13,0,13,1,13,0,5895395648,5895.395648,453.4919729230769,22096.978242371464,4419.395648474293,239,216,1195,216,0,65,0,0,4.892654317245615e-07,43.73777279199567,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-065722-d4f0a6ca,16,3,1,0,0,17,8,,0,0
screen,4,pause_limit=24,5,252,68CX-P5CW-74AP-XQGU,431,2538395101397203112,"{""fraction"": 0.15, ""pause_limit"": 24, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",11,9,2,1,11,0,5877933224,5877.933224,534.3575658181818,20829.666112671366,4165.933222534273,280,257,1400,257,0,55,0,0,4.7469839614677767e-07,45.663153375004185,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-065805-dfafc95f,10,2,1,0,0,8,7,,0,0
screen,4,pause_limit=24,6,253,58C3-9BSR-R7K8-KQM2,432,1812676147928499952,"{""fraction"": 0.15, ""pause_limit"": 24, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",16,0,16,1,16,0,4991565498,4991.565498,311.972843625,19012.82749874863,3802.565499749726,188,169,940,169,0,80,0,0,4.813378637891219e-07,42.41683729199576,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-065851-b8684f3d,23,1,2,0,0,17,12,,0,0
screen,4,fraction=0.3,6,254,JYX2-D4QY-XGB3-JFFM,433,1809258175119998721,"{""fraction"": 0.3, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",14,3,11,1,14,0,6618431287,6618.431287,472.74509192857147,24667.15642899511,4933.431285799022,273,250,1365,250,0,70,0,0,4.644826390176604e-07,48.21124495798722,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-065934-24e78735,10,5,1,0,1,12,7,,0,0
screen,4,pause_limit=4,6,255,6RWU-TN4C-ANBP-UVKU,434,2875461769841464301,"{""fraction"": 0.15, ""pause_limit"": 4, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",10,8,2,1,10,0,6036106795,6036.106795,603.6106795,21360.533972853897,4272.106794570779,289,269,1445,269,0,50,0,0,4.6897226013697946e-07,46.493763582984684,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-070022-d389f1bc,2,2,3,0,0,9,10,,0,0
screen,3,remainder_weight=0,6,256,38RG-3GSP-QB33-R3DC,435,1024884323604114382,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 0, ""share_limit"": 6, ""trial_radius"": 50.0}",13,13,0,1,13,0,3188729811,3188.729811,245.28690853846155,12748.64905476213,2549.7298109524263,97,89,485,89,0,65,0,0,4.991962754274937e-07,38.50018225001986,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-070109-65526982,14,,,0,0,6,7,0,,
screen,4,transverse_m=70,6,257,2GWM-2VU2-7P5D-BPJB,436,329150567638879608,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 70, ""trial_radius"": 35.0}",16,14,2,1,16,0,5162672117,5162.672117,322.6670073125,19478.360598045503,3895.6721196091007,201,182,1005,182,0,80,0,0,4.978895873364308e-07,43.24758633301826,True,0,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-070148-343de416,23,2,3,0,0,6,7,,0,0
screen,4,fraction=0.1,6,258,3EMQ-BWQ3-KN7W-X2W3,437,293431068760275670,"{""fraction"": 0.1, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",11,10,1,1,11,0,5918792658,5918.792658,538.0720598181819,20538.963286772498,4107.792657354499,296,276,1480,276,0,55,0,0,4.865281439947466e-07,48.66207491600653,True,0,4,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-070231-9a3df7f9,14,4,3,0,0,9,10,,0,0
screen,3,localization_weight=1.28,6,259,CEA4-BAYE-4VAQ-HPAX,438,858078998766474866,"{""localization_weight"": 1.28, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",11,11,0,1,11,1,3002109818,3002.109818,272.91907436363635,11125.549088141828,2225.109817628366,121,114,605,114,3,55,0,0,4.920797778140695e-07,39.276415708009154,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-070320-8491b5a6,11,,,0,0,6,6,0,,
screen,4,steps=4,6,260,QU46-EPHM-NEZF-3TTT,439,5095354923515372364,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 4, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",10,3,7,1,10,0,5978376974,5978.376974,597.8376974,20736.884866556626,4147.376973311325,300,281,1500,281,0,50,0,0,4.952718057893435e-07,46.54201504099183,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-070359-eddcebda,2,1,5,0,0,9,7,,0,0
screen,4,steps=2,6,261,77K6-DSDN-SD7S-B7HG,440,253115961583418200,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 2, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",16,7,9,1,16,0,5497660606,5497.660606,343.603787875,20873.303050149854,4174.6606100299705,211,188,1055,188,0,80,0,0,4.848940875490371e-07,43.99301495801774,True,2,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-070446-71124c35,21,5,1,0,0,9,8,,2,0
screen,4,share_cooldown=0,6,262,YH2D-JW8Z-ZHU7-ZUBU,441,8289379038017009613,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",15,14,1,1,15,0,5707265265,5707.265265,380.484351,21116.32632191123,4223.265264382246,238,219,1190,219,0,75,0,0,4.992362150346707e-07,46.14982674998464,True,0,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-070530-ee215ec4,18,0,0,0,0,1,13,,0,0
screen,4,pause_limit=8,6,263,WJWG-3NH2-UBY3-JZ74,442,2653583950452824365,"{""fraction"": 0.15, ""pause_limit"": 8, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",11,8,3,1,11,0,6022872532,6022.872532,547.5338665454545,21089.362661384937,4217.872532276988,295,275,1475,275,0,55,0,0,4.55930887710565e-07,49.7316411670181,True,0,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-070617-a6337a84,19,7,1,0,0,4,10,,0,0
screen,4,share_cooldown=50,6,264,T8JT-GTFD-FJB8-8AFD,443,7748740731252038662,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 50, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",11,7,4,1,11,1,6798622546,6798.622546,618.056595090909,25188.112737234682,5037.622547446937,288,263,1440,263,3,55,0,0,4.834938884812345e-07,45.79038741599652,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-070707-b903a77d,21,0,1,0,1,11,7,,0,0
screen,4,share_limit=0,6,265,T8CM-7KYU-EMHX-C4Y6,444,6319984366765496210,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 0, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",12,2,10,1,12,0,6735827573,6735.827573,561.3189644166666,24869.13786918146,4973.827573836292,287,267,1435,267,0,60,0,0,4.893568856800812e-07,45.73836195800686,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-070752-604a9ad9,0,0,6,0,0,12,7,,0,0
screen,3,trial_radius=65,6,266,KHQE-7W77-B8DE-VY93,445,1114865695114798106,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 65}",13,13,0,1,13,0,3243634800,3243.6348,249.51036923076921,12098.173995143683,2419.634799028737,128,119,640,119,0,65,0,0,4.951050414092606e-07,40.456539375009015,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-070838-9c4859cb,20,,,0,0,5,4,0,,
