active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,cpu_s,discovered_channels,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,forced_continuations,inconsistent_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
9,1,True,0,9,3,6,0,clustered__adversarial-negative__107,clustered__adversarial-negative,8,14,11,374,,bounded_transverse_width,,0.03490899999999897,11,0,0,,,0,0,0.0001532089663669467,3,41,0,3,2,358,width40_22,[],21391.98722128073,0,,0.0,,False,0,588.0361310909092,"[2, 3, 5, 7, 9, 10, 11, 14, 16, 19, 20]",30.0,4,107,12,4,26,4,19,11,ordinary,22,full_coverage_and_all_discovered_cleared,336,6468.397442,40.0,constant,,0.034912124974653125
8,0,True,0,8,2,5,0,clustered__adversarial-negative__107,clustered__adversarial-negative,9,14,11,373,,bounded_transverse_width,,0.035206999999999766,11,0,0,,,0,0,0.0001455419696867466,2,41,0,2,2,357,width_uncertainty100_22,[],21241.694029635324,0,,0.0,,False,0,584.758073,"[2, 3, 5, 7, 9, 10, 11, 14, 16, 19, 20]",30.0,4,107,12,4,26,2,19,11,ordinary,22,full_coverage_and_all_discovered_cleared,335,6432.338803,100.0,uncertainty,,0.03534424997633323
7,1,True,0,7,4,5,0,clustered__adversarial-negative__107,clustered__adversarial-negative,7,12,11,300,,bounded_transverse_width,,0.030079000000000633,11,0,0,,,0,0,0.00016412499826401472,3,39,0,4,3,286,width40_f015_22,[],21511.749385720872,0,,0.0,,False,0,550.4863522727272,"[2, 3, 5, 7, 9, 10, 11, 14, 16, 19, 20]",30.0,4,107,9,9,9,3,17,11,ordinary,22,full_coverage_and_all_discovered_cleared,265,6055.349875,40.0,constant,,0.030084833037108183
27,9,True,0,27,8,8,4,clustered__adversarial-negative__108,clustered__adversarial-negative,3,11,11,279,,,,0.030634000000006267,11,0,0,,,,0,0.00012020801659673452,,33,0,,,266,quarter22,[],21554.055669388137,0,,0.0,,False,,538.3464662727273,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",,4,108,9,0,0,,,11,ordinary,22,full_coverage_and_all_discovered_cleared,226,5921.811129,,,,0.030652708024717867
19,6,True,0,19,3,4,3,clustered__adversarial-negative__108,clustered__adversarial-negative,8,12,11,292,,,,0.04074099999999703,11,0,0,,,0,0,0.00010966701665893197,2,49,0,8,8,278,packet_center22,[],21049.95953232628,0,,0.0,,False,0,536.4538092727272,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",,4,108,18,0,14,2,27,11,ordinary,22,full_coverage_and_all_discovered_cleared,243,5900.991902,,,,0.04076762497425079
38,7,True,0,38,7,9,3,clustered__adversarial-negative__108,clustered__adversarial-negative,2,13,11,309,,,,0.05170599999999581,11,0,0,,,,0,0.00012545898789539933,,33,0,,,294,clearance_f015_22,[],21356.326885473343,0,12.671612383039637,0.0,2,False,,550.2059429090909,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",,4,108,26,0,0,,,11,ordinary,22,full_coverage_and_all_discovered_cleared,250,6052.265372,,,,0.05184841703157872
8,2,True,0,8,2,2,1,clustered__adversarial-negative__108,clustered__adversarial-negative,9,11,11,277,,fixed,5.0,0.033467999999999165,11,0,0,,,0,0,0.0001414160360582173,2,40,0,3,3,264,packet_wide5_22,[],20847.14273261427,0,,0.0,,False,0,525.7662310909091,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",,4,108,16,0,15,2,18,11,ordinary,22,full_coverage_and_all_discovered_cleared,239,5783.428542,,,,0.03348470799392089
11,4,True,0,11,5,5,1,clustered__adversarial-negative__108,clustered__adversarial-negative,6,11,11,267,,bounded_transverse_width,,0.02826199999999801,11,0,0,,,0,0,0.00011766701936721802,1,41,0,4,3,254,width40_22,[],21112.521351241114,0,,0.0,,False,0,524.954933,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",30.0,4,108,12,0,0,1,19,11,ordinary,22,full_coverage_and_all_discovered_cleared,227,5774.504263,40.0,constant,,0.028276249999180436
10,3,True,0,10,5,6,1,clustered__adversarial-negative__108,clustered__adversarial-negative,6,12,11,264,,bounded_transverse_width,,0.025879000000003316,11,0,0,,,0,0,0.00011404202086851001,1,41,0,4,3,250,width_uncertainty100_22,[],21067.01580592567,0,,0.0,,False,0,522.309378,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",30.0,4,108,9,0,0,1,19,11,ordinary,22,full_coverage_and_all_discovered_cleared,224,5745.403158,100.0,uncertainty,,0.02588970900978893
7,2,True,0,7,3,3,1,clustered__adversarial-negative__108,clustered__adversarial-negative,8,11,11,273,,bounded_transverse_width,,0.029399000000012165,11,0,0,,,0,0,0.00010483397636562586,1,39,0,3,3,260,width40_f015_22,[],20405.839647465706,0,,0.0,,False,0,515.5607206363637,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",30.0,4,108,14,0,6,1,17,11,ordinary,22,full_coverage_and_all_discovered_cleared,235,5671.167927,40.0,constant,,0.029424667009152472
9,2,True,0,9,1,1,1,clustered__adversarial-negative__109,clustered__adversarial-negative,11,12,12,360,,,,0.03562800000000266,12,0,0,,,,0,0.00012125005014240742,,34,0,,,346,quarter22,[],21277.81346995707,0,,0.0,,False,,530.54689075,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",,4,109,9,0,54,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,321,6366.562689,,,,0.03569074999541044
2,0,True,0,2,1,1,0,clustered__adversarial-negative__109,clustered__adversarial-negative,11,12,12,300,,,,0.03295200000000875,12,0,0,,,0,0,0.00014275003923103213,1,36,0,1,1,286,packet_center22,[],20160.95508280936,0,,0.0,,False,0,482.34925116666665,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",,4,109,7,0,0,1,14,12,ordinary,22,full_coverage_and_all_discovered_cleared,266,5788.191014,,,,0.03296791698085144
14,2,True,0,14,2,2,1,clustered__adversarial-negative__109,clustered__adversarial-negative,10,12,12,373,,,,0.040807000000000926,12,0,0,,,,0,0.00011837499914690852,,34,0,,,359,clearance_f015_22,[],21305.228039844354,0,95.80800032151454,0.0,9,False,,537.3371334166667,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",,4,109,17,4,54,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,332,6448.045601,,,,0.040823542047291994
2,0,True,0,2,1,1,0,clustered__adversarial-negative__109,clustered__adversarial-negative,11,12,12,374,,fixed,5.0,0.03533600000000092,12,0,0,,,0,0,0.00014358304906636477,1,36,0,2,2,360,packet_wide5_22,[],20020.268092957314,0,,0.0,,False,0,517.0878010833334,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",,4,109,10,0,60,1,14,12,ordinary,22,full_coverage_and_all_discovered_cleared,341,6205.053613,,,,0.03536254202481359
1,0,True,0,1,1,1,0,clustered__adversarial-negative__109,clustered__adversarial-negative,11,12,12,371,,bounded_transverse_width,,0.033725000000004,12,0,0,,,0,0,0.00014937500236555934,1,35,0,1,1,357,width40_22,[],19851.525893348775,0,,0.0,,False,0,512.6087645,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",30.0,4,109,8,0,60,1,13,12,ordinary,22,full_coverage_and_all_discovered_cleared,336,6151.305174,40.0,constant,,0.03381833399180323
5,0,True,0,5,1,2,0,clustered__adversarial-negative__109,clustered__adversarial-negative,11,13,12,363,,bounded_transverse_width,,0.042845999999997275,12,0,0,,,0,0,0.00016245798906311393,3,39,0,3,3,348,width_uncertainty100_22,[],20770.25664778405,0,,0.0,,False,0,523.754277,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",30.0,4,109,9,6,60,3,17,12,ordinary,22,full_coverage_and_all_discovered_cleared,328,6285.051324,100.0,uncertainty,,0.04289095796411857
7,1,True,0,7,1,1,0,clustered__adversarial-negative__109,clustered__adversarial-negative,11,12,12,286,,bounded_transverse_width,,0.035509000000004676,12,0,0,,,0,0,0.0001497080083936453,3,40,0,2,2,272,width40_f015_22,[],20785.36604585117,0,,0.0,,False,0,485.50610058333336,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",30.0,4,109,13,10,0,3,18,12,ordinary,22,full_coverage_and_all_discovered_cleared,249,5826.073207,40.0,constant,,0.03551945899380371
10,0,True,0,10,3,6,0,clustered__adversarial-negative__110,clustered__adversarial-negative,10,16,13,358,,,,0.05023900000000481,13,0,0,,,,0,0.00011587503831833601,,35,0,,,340,quarter22,[],20194.300763894375,0,,0.0,,False,,471.4507806153846,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",,4,110,28,2,28,,,13,ordinary,22,full_coverage_and_all_discovered_cleared,316,6128.860148,,,,0.050266167032532394
4,0,True,0,4,2,3,0,clustered__adversarial-negative__110,clustered__adversarial-negative,11,14,13,344,,,,0.042426999999989334,13,0,0,,,0,0,0.00015475001418963075,2,39,0,2,2,328,packet_center22,[],19596.62501202513,0,,0.0,,False,0,456.64038453846155,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",,4,110,20,2,54,2,17,13,ordinary,22,full_coverage_and_all_discovered_cleared,309,5936.324999,,,,0.042433249996975064
15,0,True,0,15,5,7,0,clustered__adversarial-negative__110,clustered__adversarial-negative,8,15,13,367,,,,0.05853299999999706,13,0,0,,,,0,0.00013237498933449388,,35,0,,,350,clearance_f015_22,[],20033.903604172458,0,80.46787660121558,0.0,8,False,,473.0600553076923,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",,4,110,32,3,27,,,13,ordinary,22,full_coverage_and_all_discovered_cleared,322,6149.780719,,,,0.05857645801734179
3,0,True,0,3,2,3,0,clustered__adversarial-negative__110,clustered__adversarial-negative,11,14,13,342,,fixed,5.0,0.04172399999998788,13,0,0,,,0,0,0.00014791596913710237,2,38,0,1,1,326,packet_wide5_22,[],19637.32987827585,0,,0.0,,False,0,456.26661315384615,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",,4,110,19,1,54,2,16,13,ordinary,22,full_coverage_and_all_discovered_cleared,306,5931.465971,,,,0.04176654201000929
3,0,True,0,3,2,3,0,clustered__adversarial-negative__110,clustered__adversarial-negative,11,14,13,342,,bounded_transverse_width,,0.0408079999999984,13,0,0,,,0,0,0.00013179198140278459,2,38,0,1,1,326,width40_22,[],19576.028193917668,0,,0.0,,False,0,455.32351046153843,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",30.0,4,110,20,2,55,2,16,13,ordinary,22,full_coverage_and_all_discovered_cleared,306,5919.205636,40.0,constant,,0.040817290951963514
3,0,True,0,3,2,3,0,clustered__adversarial-negative__110,clustered__adversarial-negative,11,14,13,340,,bounded_transverse_width,,0.039598000000012235,13,0,0,,,0,0,0.00013887498062103987,1,38,0,2,2,324,width_uncertainty100_22,[],19602.467941202805,0,,0.0,,False,0,454.88412184615385,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",30.0,4,110,16,2,67,1,16,13,ordinary,22,full_coverage_and_all_discovered_cleared,305,5913.493584,100.0,uncertainty,,0.03960037499200553
8,0,True,0,8,2,3,0,clustered__adversarial-negative__110,clustered__adversarial-negative,11,14,13,356,,bounded_transverse_width,,0.05281999999999698,13,0,0,,,0,0,0.00012845901073887944,3,43,0,2,2,340,width40_f015_22,[],19676.72621448962,0,,0.0,,False,0,463.257326,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",30.0,4,110,30,2,56,4,21,13,ordinary,22,full_coverage_and_all_discovered_cleared,319,6022.345238,40.0,constant,,0.052896459004841745
27,5,True,0,27,7,8,2,clustered__adversarial-negative__111,clustered__adversarial-negative,9,17,16,253,,,,0.05056700000000092,16,0,0,,,,0,0.00015999999595806003,,28,10,,,234,quarter22,[],17343.40170238341,0,,0.0,,False,,308.417521125,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",,4,111,22,2,25,,,16,ordinary,12,public_upper_bound_16,213,4934.680338,,,,0.05057374999159947
19,8,True,0,19,12,12,4,clustered__adversarial-negative__111,clustered__adversarial-negative,4,16,16,222,,,,0.04003600000000063,16,0,0,,,0,0,0.00010558398207649589,3,43,10,9,7,204,packet_center22,[],15659.046409153509,0,,0.0,,False,0,275.8630799375,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",,4,111,29,7,1,4,31,16,ordinary,12,public_upper_bound_16,182,4413.809279,,,,0.040054625016637146
35,1,True,0,35,5,6,0,clustered__adversarial-negative__111,clustered__adversarial-negative,10,17,16,272,,,,0.06696200000000374,16,0,0,,,,0,9.81249613687396e-05,,28,10,,,253,clearance_f015_22,[],17342.89674249455,0,70.15813607934352,0.0,9,False,,315.3487091875,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",,4,111,33,3,25,,,16,ordinary,12,public_upper_bound_16,229,5045.579347,,,,0.06704512500436977
13,3,True,0,13,11,11,1,clustered__adversarial-negative__111,clustered__adversarial-negative,5,16,16,214,,fixed,5.0,0.0390689999999978,16,0,0,,,0,0,0.00013862497871741652,4,39,10,4,3,196,packet_wide5_22,[],14755.006050686825,0,,0.0,,False,0,261.8750755,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",,4,111,27,3,1,5,27,16,ordinary,12,public_upper_bound_16,179,4190.001208,,,,0.03907216701190919
14,4,True,0,14,7,7,1,clustered__adversarial-negative__111,clustered__adversarial-negative,9,16,16,297,,bounded_transverse_width,,0.04494700000000762,16,0,0,,,0,0,9.820796549320221e-05,4,45,4,4,3,279,width40_22,[],20174.390027763427,0,,0.0,,False,0,360.3673750625,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",30.0,4,111,33,3,2,4,27,16,ordinary,18,public_upper_bound_16,256,5765.878001,40.0,constant,,0.04498275002697483
14,3,True,0,14,7,7,0,clustered__adversarial-negative__111,clustered__adversarial-negative,9,16,16,295,,bounded_transverse_width,,0.042895999999998935,16,0,0,,,0,0,0.0001497910125181079,5,45,4,4,2,277,width_uncertainty100_22,[],19711.011399263087,0,,0.0,,False,0,353.7001424375,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",30.0,4,111,31,3,2,5,27,16,ordinary,18,public_upper_bound_16,252,5659.202279,100.0,uncertainty,,0.0429824169841595
10,2,True,0,10,6,7,0,clustered__adversarial-negative__111,clustered__adversarial-negative,10,17,16,205,,bounded_transverse_width,,0.03957900000000336,16,0,0,,,0,0,0.00016724999295547605,2,35,11,3,2,186,width40_f015_22,[],14059.511382210876,0,,0.0,,False,0,249.7438920625,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",30.0,4,111,27,3,1,3,24,16,ordinary,11,public_upper_bound_16,171,3995.902273,40.0,constant,,0.03977287496672943
19,3,True,0,19,4,7,1,clustered__adversarial-negative__112,clustered__adversarial-negative,9,16,13,317,,,,0.038343000000011784,13,0,0,,,,0,0.00011249998351559043,,35,0,,,299,quarter22,[],20205.98735691269,0,,0.0,,False,,452.322882,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,4,112,24,18,0,,,13,ordinary,22,full_coverage_and_all_discovered_cleared,270,5880.197466,,,,0.038385167019441724
21,3,True,0,21,4,7,1,clustered__adversarial-negative__112,clustered__adversarial-negative,9,16,13,293,,,,0.03908800000000667,13,0,0,,,0,0,0.00012754200724884868,2,53,0,6,6,275,packet_center22,[],21563.782604109103,0,,0.0,,False,0,461.98127061538463,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,4,112,24,23,0,2,31,13,ordinary,22,full_coverage_and_all_discovered_cleared,244,6005.756518,,,,0.039097792003303766
19,1,True,0,19,5,6,0,clustered__adversarial-negative__112,clustered__adversarial-negative,7,20,13,319,,,,0.04087599999999725,13,0,0,,,,0,0.00012070900993421674,,35,0,,,297,clearance_f015_22,[],20824.724638032225,6,46.36124677614638,13.39251708149043,6,False,,461.7649940769231,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,4,112,22,15,0,,,13,ordinary,22,full_coverage_and_all_discovered_cleared,267,6002.944923,,,,0.04094562499085441
15,5,True,0,15,2,6,2,clustered__adversarial-negative__112,clustered__adversarial-negative,11,17,13,284,,fixed,5.0,0.03555799999999465,13,0,0,,,0,0,0.00014120800187811255,3,47,0,4,3,265,packet_wide5_22,[],20908.737928037226,0,,0.0,,False,0,448.1344293846154,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,4,112,20,12,1,4,25,13,ordinary,22,full_coverage_and_all_discovered_cleared,242,5825.747582,,,,0.035579833027441055
9,1,True,0,9,3,4,0,clustered__adversarial-negative__112,clustered__adversarial-negative,10,14,13,275,,bounded_transverse_width,,0.033264000000002625,13,0,0,,,0,0,0.000127042003441602,1,43,0,2,2,259,width40_22,[],20214.439234670834,0,,0.0,,False,0,433.99137246153845,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",30.0,4,112,20,8,0,1,21,13,ordinary,22,full_coverage_and_all_discovered_cleared,236,5641.887842,40.0,constant,,0.0332770420354791
11,3,True,0,11,4,7,1,clustered__adversarial-negative__112,clustered__adversarial-negative,9,16,13,279,,bounded_transverse_width,,0.033582999999993035,13,0,0,,,0,0,0.00010995898628607392,1,44,0,3,2,261,width_uncertainty100_22,[],20078.065663685535,0,,0.0,,False,0,433.0471637692308,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",30.0,4,112,20,9,0,1,22,13,ordinary,22,full_coverage_and_all_discovered_cleared,235,5629.613129,100.0,uncertainty,,0.03360095899552107
12,2,True,0,12,4,5,0,clustered__adversarial-negative__112,clustered__adversarial-negative,9,14,13,277,,bounded_transverse_width,,0.03452599999999961,13,0,0,,,0,0,0.0001240420388057828,1,45,0,4,3,261,width40_f015_22,[],21440.368969591582,0,,0.0,,False,0,453.54413776923076,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",30.0,4,112,19,14,0,1,23,13,ordinary,22,full_coverage_and_all_discovered_cleared,235,5896.073791,40.0,constant,,0.0345509999897331
9,0,True,0,9,0,1,0,clustered__adversarial-negative__113,clustered__adversarial-negative,10,11,10,373,,,,0.03541299999999126,10,0,0,,,,0,0.00011920899851247668,,32,0,,,360,quarter22,[],19622.134394164306,0,,0.0,,False,,611.3426872,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",,4,113,9,4,35,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,336,6113.426872,,,,0.03545074997236952
4,0,True,0,4,0,1,0,clustered__adversarial-negative__113,clustered__adversarial-negative,10,11,10,367,,,,0.03537100000001203,10,0,0,,,0,0,0.00018625002121552825,1,36,0,2,2,354,packet_center22,[],19274.065019639325,0,,0.0,,False,0,600.9812997,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",,4,113,6,0,47,1,14,10,ordinary,22,full_coverage_and_all_discovered_cleared,332,6009.812997,,,,0.03540283296024427
12,0,True,0,12,0,1,0,clustered__adversarial-negative__113,clustered__adversarial-negative,9,11,10,377,,,,0.03949299999999312,10,0,0,,,,0,0.0001534579787403345,,32,0,,,364,clearance_f015_22,[],19564.537692711154,0,104.75563304549621,0.0,9,False,,612.3907535000001,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",,4,113,9,7,34,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,338,6123.907535,,,,0.03952691698214039
2,0,True,0,2,0,1,0,clustered__adversarial-negative__113,clustered__adversarial-negative,10,11,10,363,,fixed,5.0,0.032479999999992515,10,0,0,,,0,0,0.00014650000957772136,1,34,0,1,1,350,packet_wide5_22,[],19299.707325768886,0,,0.0,,False,0,599.1941459,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",,4,113,4,0,47,1,12,10,ordinary,22,full_coverage_and_all_discovered_cleared,329,5991.941459,,,,0.03256629197858274
4,0,True,0,4,4,6,0,clustered__adversarial-negative__113,clustered__adversarial-negative,6,12,10,295,,bounded_transverse_width,,0.027694000000010988,10,0,0,,,0,0,0.00015358399832621217,1,36,0,1,1,281,width40_22,[],19954.989301347476,0,,0.0,,False,0,571.1997857,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",30.0,4,113,10,5,17,1,14,10,ordinary,22,full_coverage_and_all_discovered_cleared,260,5711.997857,40.0,constant,,0.02770883298944682
4,0,True,0,4,3,5,0,clustered__adversarial-negative__113,clustered__adversarial-negative,7,12,10,295,,bounded_transverse_width,,0.026189999999999714,10,0,0,,,0,0,0.00011616700794547796,1,35,0,1,1,281,width_uncertainty100_22,[],19920.7536763457,0,,0.0,,False,0,570.5150732,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",30.0,4,113,10,5,17,1,13,10,ordinary,22,full_coverage_and_all_discovered_cleared,260,5705.150732,100.0,uncertainty,,0.02619062503799796
5,0,True,0,5,3,5,0,clustered__adversarial-negative__113,clustered__adversarial-negative,7,12,10,298,,bounded_transverse_width,,0.028908000000001266,10,0,0,,,0,0,0.00011124997399747372,1,37,0,2,2,284,width40_f015_22,[],19814.134136836954,0,,0.0,,False,0,569.9826822,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",30.0,4,113,9,6,15,1,15,10,ordinary,22,full_coverage_and_all_discovered_cleared,261,5699.826822,40.0,constant,,0.028916792012751102
25,3,True,0,25,4,5,1,clustered__adversarial-negative__114,clustered__adversarial-negative,7,12,11,347,,,,0.03554299999998989,11,0,0,,,,0,0.00011725001968443394,,33,0,,,333,quarter22,[],21797.70322328605,0,,0.0,,False,,580.2309675454545,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",,4,114,11,0,6,,,11,ordinary,22,full_coverage_and_all_discovered_cleared,300,6382.540643,,,,0.035555000009480864
8,0,True,0,8,4,5,0,clustered__adversarial-negative__114,clustered__adversarial-negative,7,12,11,301,,,,0.0294540000000012,11,0,0,,,0,0,0.00012741703540086746,4,40,0,3,3,287,packet_center22,[],20937.656742388368,0,,0.0,,False,0,540.3210314545454,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",,4,114,11,0,34,4,18,11,ordinary,22,full_coverage_and_all_discovered_cleared,263,5943.531346,,,,0.029493207985069603
34,2,True,0,34,5,5,1,clustered__adversarial-negative__114,clustered__adversarial-negative,5,11,11,359,,,,0.044581000000007975,11,0,0,,,,0,0.00012399995466694236,,33,0,,,346,clearance_f015_22,[],21478.35238809767,0,54.53459510557357,0.0,5,False,,580.5154978181819,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",,4,114,13,0,4,,,11,ordinary,22,full_coverage_and_all_discovered_cleared,305,6385.670476,,,,0.044635666999965906
7,1,True,0,7,4,5,0,clustered__adversarial-negative__114,clustered__adversarial-negative,7,12,11,299,,fixed,5.0,0.028012000000003923,11,0,0,,,0,0,0.00015312497271224856,4,39,0,2,1,285,packet_wide5_22,[],20967.66439960712,0,,0.0,,False,0,539.9575340909091,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",,4,114,11,0,35,4,17,11,ordinary,22,full_coverage_and_all_discovered_cleared,263,5939.532875,,,,0.028024416998960078
9,2,True,0,9,3,4,0,clustered__adversarial-negative__114,clustered__adversarial-negative,8,12,11,302,,bounded_transverse_width,,0.029378000000008342,11,0,0,,,0,0,0.00011737499153241515,4,40,0,2,1,288,width40_22,[],21048.01078664003,0,,0.0,,False,0,542.782014,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",30.0,4,114,11,0,34,4,18,11,ordinary,22,full_coverage_and_all_discovered_cleared,263,5970.602154,40.0,constant,,0.02937745797680691
8,2,True,0,8,1,1,0,clustered__adversarial-negative__114,clustered__adversarial-negative,10,11,11,352,,bounded_transverse_width,,0.033721999999997365,11,0,0,,,0,0,0.00012645800597965717,4,38,0,3,2,339,width_uncertainty100_22,[],20539.44160941623,0,,0.0,,False,0,560.8989382727273,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",30.0,4,114,9,0,11,4,16,11,ordinary,22,full_coverage_and_all_discovered_cleared,312,6169.888321,100.0,uncertainty,,0.0337569999974221
10,2,True,0,10,2,4,0,clustered__adversarial-negative__114,clustered__adversarial-negative,9,13,11,304,,bounded_transverse_width,,0.030852999999993358,11,0,0,,,0,0,0.00015162501949816942,5,41,0,2,2,289,width40_f015_22,[],21418.60766101171,0,,0.0,,False,0,550.4292298181819,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",30.0,4,114,8,1,43,5,19,11,ordinary,22,full_coverage_and_all_discovered_cleared,265,6054.721528,40.0,constant,,0.030882083985488862
11,0,True,0,11,1,3,0,clustered__adversarial-negative__115,clustered__adversarial-negative,11,14,12,288,,,,0.03956600000000776,12,0,0,,,,0,0.0001272499794140458,,34,0,,,272,quarter22,[],18953.96290103825,0,,0.0,,False,,455.39938175,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,4,115,20,0,0,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,248,5464.792581,,,,0.039582875033374876
4,0,True,0,4,1,3,0,clustered__adversarial-negative__115,clustered__adversarial-negative,11,14,12,275,,,,0.03243100000000254,12,0,0,,,0,0,0.00011891702888533473,1,38,0,2,2,259,packet_center22,[],18862.97801938335,0,,0.0,,False,0,447.63296675,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,4,115,9,0,2,1,16,12,ordinary,22,full_coverage_and_all_discovered_cleared,238,5371.595601,,,,0.03245129203423858
13,0,True,0,13,0,2,0,clustered__adversarial-negative__115,clustered__adversarial-negative,11,19,12,303,,,,0.04957400000000689,12,0,0,,,,0,0.000132500019390136,,34,0,,,282,clearance_f015_22,[],19103.03653745177,5,63.20731958688779,13.776764815337195,11,False,,464.13394208333335,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,4,115,28,0,0,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,258,5569.607305,,,,0.04968929203459993
3,0,True,0,3,1,3,0,clustered__adversarial-negative__115,clustered__adversarial-negative,11,14,12,274,,fixed,5.0,0.030225999999998976,12,0,0,,,0,0,0.00016012502601370215,1,37,0,1,1,258,packet_wide5_22,[],18913.484145199167,0,,0.0,,False,0,448.05806916666666,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,4,115,9,0,2,1,15,12,ordinary,22,full_coverage_and_all_discovered_cleared,238,5376.69683,,,,0.03025329200318083
