active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,failure,fixed_scan_order,forced_continuations,historical_anchor_mode,historical_batch_screens,historical_cache_evictions,historical_exact_clip_calls,historical_inconsistent_cuts,historical_negative_limit,historical_pair_checks,historical_pair_cuts,historical_pair_updates,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,wall_s
14,5,True,0,14,1,2,1,clustered__adversarial-spatial__71,clustered__adversarial-spatial,11,34,13,12,303,bounded_transverse_width,,locked,44,0.047496000000002425,12,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,1122,3,3,0,34,2,0,0,5,3,288,history_locked8_width015,[],23164.339883552726,0,0.0,False,0,533.1556644166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,16,7,15,2,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,262,6397.867973,40.0,constant,0.047544041997753084
10,0,True,0,10,3,5,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,9,2,14,12,272,bounded_transverse_width,,base,0,0.04319200000000478,12,,0,0,,False,0,first,349,0,7,0,8,356,0,0,0,2,1,44,0,3,3,256,batch_history_first8_width015,[],23273.431947985842,0,0.0,False,0,519.2238655,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,24,1,10,1,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,230,6230.686386,40.0,constant,0.04321183398133144
10,0,True,0,10,3,5,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,9,2,14,12,272,bounded_transverse_width,,base,0,0.04442300000000188,12,,0,0,,False,0,recent,349,0,7,0,8,356,0,0,0,2,1,44,0,3,3,256,batch_history_recent8_width015,[],23273.431947985842,0,0.0,False,0,519.2238655,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,24,1,10,1,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,230,6230.686386,40.0,constant,0.044451417052187026
10,0,True,0,10,3,5,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,9,2,14,12,272,bounded_transverse_width,,base,0,0.046661000000000286,12,,0,0,,False,0,ends,739,0,9,0,16,752,0,0,0,2,1,44,0,3,3,256,batch_history_ends16_width015,[],23273.431947985842,0,0.0,False,0,519.2238655,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,24,1,10,1,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,230,6230.686386,40.0,constant,0.04673995799385011
12,4,True,0,12,0,1,1,clustered__adversarial-spatial__71,clustered__adversarial-spatial,12,2,13,12,284,bounded_transverse_width,,arc,43,0.045692999999999984,12,cached_distance_prefix_sum,0,0,,False,0,ends,1015,0,20,0,8,840,5,2,0,2,4,0,0,5,3,269,batch_history_arc8_width015,[],21089.1038142106,0,0.0,False,0,489.1517299166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,12,5,22,5,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,244,5869.820759,40.0,constant,0.045702458010055125
14,5,True,0,14,1,2,1,clustered__adversarial-spatial__71,clustered__adversarial-spatial,11,34,13,12,303,bounded_transverse_width,,locked,44,0.043835999999998876,12,cached_distance_prefix_sum,0,0,,True,0,ends,1185,0,19,0,8,1122,3,3,0,34,2,0,0,5,3,288,batch_history_locked8_width015,[],23164.339883552726,0,0.0,False,0,533.1556644166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,16,7,15,2,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,262,6397.867973,40.0,constant,0.04388250003103167
26,13,True,0,26,0,1,4,boundary_outward_min__n10__positive,boundary_outward_min,10,0,11,10,377,bounded_transverse_width,,base,0,0.04078799999999916,10,,0,0,,False,0,first,,0,,0,8,921,15,10,0,0,0,49,0,4,3,364,history_first8_width015,[],22780.53471563575,0,0.0,False,0,676.5106946,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,1.0,0,0,0,0,27,10,stress,22,full_coverage_and_all_discovered_cleared,336,6765.106946,40.0,constant,0.04082208301406354
26,13,True,0,26,0,1,4,boundary_outward_min__n10__positive,boundary_outward_min,10,0,11,10,377,bounded_transverse_width,,base,0,0.043350000000003774,10,,0,0,,False,0,recent,,0,,0,8,921,15,10,0,0,0,49,0,4,3,364,history_recent8_width015,[],22780.53471563575,0,0.0,False,0,676.5106946,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,1.0,0,0,0,0,27,10,stress,22,full_coverage_and_all_discovered_cleared,336,6765.106946,40.0,constant,0.0433853340218775
26,13,True,0,26,0,1,4,boundary_outward_min__n10__positive,boundary_outward_min,10,0,11,10,377,bounded_transverse_width,,base,0,0.06549900000000264,10,,0,0,,False,0,ends,,0,,0,16,3217,21,13,0,0,0,49,0,4,3,364,history_ends16_width015,[],22666.133592573675,0,0.0,False,0,674.2226721,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,1.0,0,0,0,0,27,10,stress,22,full_coverage_and_all_discovered_cleared,336,6742.226721,40.0,constant,0.06556112499674782
26,13,True,0,26,0,1,4,boundary_outward_min__n10__positive,boundary_outward_min,10,0,11,10,376,bounded_transverse_width,,arc,49,0.04670799999999531,10,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,1191,14,10,0,0,0,0,0,4,3,363,history_arc8_width015,[],22888.015218550194,0,0.0,False,0,677.9603048,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,0.5,0,0,0,0,27,10,stress,22,full_coverage_and_all_discovered_cleared,334,6779.603048,40.0,constant,0.04680112499045208
21,12,True,0,21,0,0,4,boundary_outward_min__n10__positive,boundary_outward_min,10,7,10,10,403,bounded_transverse_width,,locked,45,0.040045000000006326,10,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,1186,14,11,0,7,0,0,0,4,2,391,history_locked8_width015,[],21993.035868196566,0,0.0,False,0,676.8607176,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,1.0,1,2,1,0,23,10,stress,22,full_coverage_and_all_discovered_cleared,365,6768.607176,40.0,constant,0.04005029198015109
26,13,True,0,26,0,1,4,boundary_outward_min__n10__positive,boundary_outward_min,10,0,11,10,377,bounded_transverse_width,,base,0,0.0372820000000047,10,,0,0,,False,0,first,928,0,35,0,8,921,15,10,0,0,0,49,0,4,3,364,batch_history_first8_width015,[],22780.53471563575,0,0.0,False,0,676.5106946,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,1.0,0,0,0,0,27,10,stress,22,full_coverage_and_all_discovered_cleared,336,6765.106946,40.0,constant,0.03731104201870039
26,13,True,0,26,0,1,4,boundary_outward_min__n10__positive,boundary_outward_min,10,0,11,10,377,bounded_transverse_width,,base,0,0.040117999999999654,10,,0,0,,False,0,recent,928,0,35,0,8,921,15,10,0,0,0,49,0,4,3,364,batch_history_recent8_width015,[],22780.53471563575,0,0.0,False,0,676.5106946,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,1.0,0,0,0,0,27,10,stress,22,full_coverage_and_all_discovered_cleared,336,6765.106946,40.0,constant,0.040172083012294024
26,13,True,0,26,0,1,4,boundary_outward_min__n10__positive,boundary_outward_min,10,0,11,10,377,bounded_transverse_width,,base,0,0.05346200000000323,10,,0,0,,False,0,ends,3761,0,35,0,16,3217,21,13,0,0,0,49,0,4,3,364,batch_history_ends16_width015,[],22666.133592573675,0,0.0,False,0,674.2226721,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,1.0,0,0,0,0,27,10,stress,22,full_coverage_and_all_discovered_cleared,336,6742.226721,40.0,constant,0.05347891600104049
26,13,True,0,26,0,1,4,boundary_outward_min__n10__positive,boundary_outward_min,10,0,11,10,376,bounded_transverse_width,,arc,49,0.04202399999999784,10,cached_distance_prefix_sum,0,0,,False,0,ends,1198,0,34,0,8,1191,14,10,0,0,0,0,0,4,3,363,batch_history_arc8_width015,[],22888.015218550194,0,0.0,False,0,677.9603048,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,0.5,0,0,0,0,27,10,stress,22,full_coverage_and_all_discovered_cleared,334,6779.603048,40.0,constant,0.04208916600327939
21,12,True,0,21,0,0,4,boundary_outward_min__n10__positive,boundary_outward_min,10,7,10,10,403,bounded_transverse_width,,locked,45,0.03595599999999877,10,cached_distance_prefix_sum,0,0,,True,0,ends,1185,0,23,0,8,1186,14,11,0,7,0,0,0,4,2,391,batch_history_locked8_width015,[],21993.035868196566,0,0.0,False,0,676.8607176,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,142,1.0,1,2,1,0,23,10,stress,22,full_coverage_and_all_discovered_cleared,365,6768.607176,40.0,constant,0.03600225003901869
24,14,True,0,24,0,0,4,boundary_outward_min__n10__negative,boundary_outward_min,10,0,10,10,385,bounded_transverse_width,,base,0,0.03971899999999806,10,,0,0,,False,0,first,,0,,0,8,963,21,13,0,0,1,46,0,4,2,373,history_first8_width015,[],23086.109316926944,0,0.0,False,0,687.7221857000001,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,1.0,1,1,0,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,345,6877.221857,40.0,constant,0.03973866696469486
24,14,True,0,24,0,0,4,boundary_outward_min__n10__negative,boundary_outward_min,10,0,10,10,385,bounded_transverse_width,,base,0,0.041955999999998994,10,,0,0,,False,0,recent,,0,,0,8,963,21,13,0,0,1,46,0,4,2,373,history_recent8_width015,[],23086.109316926944,0,0.0,False,0,687.7221857000001,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,1.0,1,1,0,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,345,6877.221857,40.0,constant,0.04198087495751679
22,12,True,0,22,0,0,4,boundary_outward_min__n10__negative,boundary_outward_min,10,0,10,10,383,bounded_transverse_width,,base,0,0.06614499999999879,10,,0,0,,False,0,ends,,0,,0,16,3472,23,14,0,0,1,46,0,4,2,371,history_ends16_width015,[],22624.888066131596,0,0.0,False,0,677.497761,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,1.0,1,4,0,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,345,6774.97761,40.0,constant,0.06623033399228007
25,13,True,0,25,0,1,4,boundary_outward_min__n10__negative,boundary_outward_min,10,0,11,10,375,bounded_transverse_width,,arc,48,0.04394600000000537,10,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,1121,17,12,0,0,0,0,0,4,3,362,history_arc8_width015,[],22834.02281382396,0,0.0,False,0,676.3804557000001,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,0.5,0,0,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,334,6763.804557,40.0,constant,0.0439471669960767
22,13,True,0,22,1,1,4,boundary_outward_min__n10__negative,boundary_outward_min,9,7,10,10,405,bounded_transverse_width,,locked,45,0.041590999999996825,10,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,1256,18,13,0,7,0,0,0,4,2,393,history_locked8_width015,[],22166.850212413592,0,0.0,False,0,681.4370039,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,1.0,1,3,0,0,23,10,stress,22,full_coverage_and_all_discovered_cleared,366,6814.370039,40.0,constant,0.04162241698941216
24,14,True,0,24,0,0,4,boundary_outward_min__n10__negative,boundary_outward_min,10,0,10,10,385,bounded_transverse_width,,base,0,0.03598999999999819,10,,0,0,,False,0,first,1034,0,38,0,8,963,21,13,0,0,1,46,0,4,2,373,batch_history_first8_width015,[],23086.109316926944,0,0.0,False,0,687.7221857000001,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,1.0,1,1,0,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,345,6877.221857,40.0,constant,0.03600179101340473
24,14,True,0,24,0,0,4,boundary_outward_min__n10__negative,boundary_outward_min,10,0,10,10,385,bounded_transverse_width,,base,0,0.03855300000000028,10,,0,0,,False,0,recent,1034,0,38,0,8,963,21,13,0,0,1,46,0,4,2,373,batch_history_recent8_width015,[],23086.109316926944,0,0.0,False,0,687.7221857000001,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,1.0,1,1,0,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,345,6877.221857,40.0,constant,0.03859299997566268
22,12,True,0,22,0,0,4,boundary_outward_min__n10__negative,boundary_outward_min,10,0,10,10,383,bounded_transverse_width,,base,0,0.05266300000000257,10,,0,0,,False,0,ends,4032,0,39,0,16,3472,23,14,0,0,1,46,0,4,2,371,batch_history_ends16_width015,[],22624.888066131596,0,0.0,False,0,677.497761,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,1.0,1,4,0,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,345,6774.97761,40.0,constant,0.05269366700667888
25,13,True,0,25,0,1,4,boundary_outward_min__n10__negative,boundary_outward_min,10,0,11,10,375,bounded_transverse_width,,arc,48,0.03977700000000084,10,cached_distance_prefix_sum,0,0,,False,0,ends,1155,0,34,0,8,1121,17,12,0,0,0,0,0,4,3,362,batch_history_arc8_width015,[],22834.02281382396,0,0.0,False,0,676.3804557000001,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,0.5,0,0,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,334,6763.804557,40.0,constant,0.03982095798710361
22,13,True,0,22,1,1,4,boundary_outward_min__n10__negative,boundary_outward_min,9,7,10,10,405,bounded_transverse_width,,locked,45,0.03666199999999975,10,cached_distance_prefix_sum,0,0,,True,0,ends,1254,0,37,0,8,1256,18,13,0,7,0,0,0,4,2,393,batch_history_locked8_width015,[],22166.850212413592,0,0.0,False,0,681.4370039,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,143,1.0,1,3,0,0,23,10,stress,22,full_coverage_and_all_discovered_cleared,366,6814.370039,40.0,constant,0.03673799999523908
26,14,True,0,26,0,1,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,0,11,10,377,bounded_transverse_width,,base,0,0.03906199999999416,10,,0,0,,False,0,first,,0,,0,8,943,15,10,0,0,0,48,0,4,2,364,history_first8_width015,[],22872.810914527476,0,0.0,False,0,678.3562185,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,1.0,0,0,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,336,6783.562185,40.0,constant,0.039081791997887194
26,14,True,0,26,0,1,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,0,11,10,377,bounded_transverse_width,,base,0,0.042643999999995685,10,,0,0,,False,0,recent,,0,,0,8,943,15,10,0,0,0,48,0,4,2,364,history_recent8_width015,[],22872.810914527476,0,0.0,False,0,678.3562185,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,1.0,0,0,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,336,6783.562185,40.0,constant,0.042685708962380886
26,14,True,0,26,0,1,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,0,11,10,377,bounded_transverse_width,,base,0,0.0646330000000006,10,,0,0,,False,0,ends,,0,,0,16,3338,21,13,0,0,0,48,0,4,2,364,history_ends16_width015,[],22759.27647353666,0,0.0,False,0,676.0855297,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,1.0,0,0,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,336,6760.855297,40.0,constant,0.06465929199475795
26,14,True,0,26,0,1,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,0,11,10,376,bounded_transverse_width,,arc,48,0.044730999999998744,10,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,1207,14,10,0,0,0,0,0,4,2,363,history_arc8_width015,[],22978.46083741756,0,0.0,False,0,679.7692171,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,0.5,0,0,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,334,6797.692171,40.0,constant,0.044751041976269335
22,13,True,0,22,0,0,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,7,10,10,404,bounded_transverse_width,,locked,45,0.040053999999997814,10,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,1214,15,12,0,7,0,0,0,4,2,392,history_locked8_width015,[],22146.180540468133,0,0.0,False,0,680.4236111,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,1.0,1,2,1,0,23,10,stress,22,full_coverage_and_all_discovered_cleared,365,6804.236111,40.0,constant,0.040098375000525266
26,14,True,0,26,0,1,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,0,11,10,377,bounded_transverse_width,,base,0,0.03606099999999657,10,,0,0,,False,0,first,950,0,35,0,8,943,15,10,0,0,0,48,0,4,2,364,batch_history_first8_width015,[],22872.810914527476,0,0.0,False,0,678.3562185,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,1.0,0,0,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,336,6783.562185,40.0,constant,0.036086499982047826
26,14,True,0,26,0,1,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,0,11,10,377,bounded_transverse_width,,base,0,0.038726999999994405,10,,0,0,,False,0,recent,950,0,35,0,8,943,15,10,0,0,0,48,0,4,2,364,batch_history_recent8_width015,[],22872.810914527476,0,0.0,False,0,678.3562185,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,1.0,0,0,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,336,6783.562185,40.0,constant,0.03872916696127504
26,14,True,0,26,0,1,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,0,11,10,377,bounded_transverse_width,,base,0,0.05160099999999801,10,,0,0,,False,0,ends,3881,0,35,0,16,3338,21,13,0,0,0,48,0,4,2,364,batch_history_ends16_width015,[],22759.27647353666,0,0.0,False,0,676.0855297,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,1.0,0,0,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,336,6760.855297,40.0,constant,0.05163416697178036
26,14,True,0,26,0,1,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,0,11,10,376,bounded_transverse_width,,arc,48,0.04056399999999627,10,cached_distance_prefix_sum,0,0,,False,0,ends,1214,0,34,0,8,1207,14,10,0,0,0,0,0,4,2,363,batch_history_arc8_width015,[],22978.46083741756,0,0.0,False,0,679.7692171,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,0.5,0,0,0,0,26,10,stress,22,full_coverage_and_all_discovered_cleared,334,6797.692171,40.0,constant,0.04059387499000877
22,13,True,0,22,0,0,4,boundary_outward_min__n10__spatial,boundary_outward_min,10,7,10,10,404,bounded_transverse_width,,locked,45,0.0357879999999966,10,cached_distance_prefix_sum,0,0,,True,0,ends,1213,0,24,0,8,1214,15,12,0,7,0,0,0,4,2,392,batch_history_locked8_width015,[],22146.180540468133,0,0.0,False,0,680.4236111,"[1, 2, 7, 10, 11, 13, 14, 15, 18, 20]",30.0,4,144,1.0,1,2,1,0,23,10,stress,22,full_coverage_and_all_discovered_cleared,365,6804.236111,40.0,constant,0.03588458301965147
43,26,True,0,43,0,1,8,boundary_outward_min__n16__positive,boundary_outward_min,16,0,17,16,345,bounded_transverse_width,,base,0,0.05504100000000278,16,,0,0,,False,0,first,,0,,0,8,1710,34,23,0,0,0,61,2,4,3,326,history_first8_width015,[],25128.674150429666,0,0.0,False,0,439.4834269375,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20]",30.0,4,145,1.0,4,7,0,0,41,16,stress,20,public_upper_bound_16,293,7031.734831,40.0,constant,0.055059832986444235
43,26,True,0,43,0,1,8,boundary_outward_min__n16__positive,boundary_outward_min,16,0,17,16,345,bounded_transverse_width,,base,0,0.058787000000002365,16,,0,0,,False,0,recent,,0,,0,8,1710,34,23,0,0,0,61,2,4,3,326,history_recent8_width015,[],25128.674150429666,0,0.0,False,0,439.4834269375,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20]",30.0,4,145,1.0,4,7,0,0,41,16,stress,20,public_upper_bound_16,293,7031.734831,40.0,constant,0.05885091604432091
43,26,True,0,43,0,1,8,boundary_outward_min__n16__positive,boundary_outward_min,16,0,17,16,345,bounded_transverse_width,,base,0,0.09691000000000116,16,,0,0,,False,0,ends,,0,,0,16,5989,40,27,0,0,0,61,2,4,3,326,history_ends16_width015,[],25126.104176305056,0,0.0,False,0,439.4513021875,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20]",30.0,4,145,1.0,4,7,0,0,41,16,stress,20,public_upper_bound_16,293,7031.220835,40.0,constant,0.09699308301787823
40,23,True,0,40,0,1,8,boundary_outward_min__n16__positive,boundary_outward_min,16,0,17,16,342,bounded_transverse_width,,arc,63,0.05964800000000281,16,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,1792,27,19,0,0,0,0,0,4,3,323,history_arc8_width015,[],26711.417523554115,0,0.0,False,0,458.2052190625,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20]",30.0,4,145,0.5,0,0,0,0,41,16,stress,22,public_upper_bound_16,291,7331.283505,40.0,constant,0.059722499980125576
36,23,True,0,36,0,0,8,boundary_outward_min__n16__positive,boundary_outward_min,16,17,16,16,383,bounded_transverse_width,,locked,59,0.0641340000000028,16,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,2068,30,21,0,17,0,0,0,4,2,365,history_locked8_width015,[],25284.364145179235,0,0.0,False,0,456.0545518125,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20]",30.0,4,145,1.0,3,29,0,0,37,16,stress,22,public_upper_bound_16,335,7296.872829,40.0,constant,0.06418470904463902
43,26,True,0,43,0,1,8,boundary_outward_min__n16__positive,boundary_outward_min,16,0,17,16,345,bounded_transverse_width,,base,0,0.04956200000000166,16,,0,0,,False,0,first,1849,0,52,0,8,1710,34,23,0,0,0,61,2,4,3,326,batch_history_first8_width015,[],25128.674150429666,0,0.0,False,0,439.4834269375,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20]",30.0,4,145,1.0,4,7,0,0,41,16,stress,20,public_upper_bound_16,293,7031.734831,40.0,constant,0.049597834004089236
43,26,True,0,43,0,1,8,boundary_outward_min__n16__positive,boundary_outward_min,16,0,17,16,345,bounded_transverse_width,,base,0,0.05279799999999568,16,,0,0,,False,0,recent,1850,0,52,0,8,1710,34,23,0,0,0,61,2,4,3,326,batch_history_recent8_width015,[],25128.674150429666,0,0.0,False,0,439.4834269375,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20]",30.0,4,145,1.0,4,7,0,0,41,16,stress,20,public_upper_bound_16,293,7031.734831,40.0,constant,0.05289462499786168
43,26,True,0,43,0,1,8,boundary_outward_min__n16__positive,boundary_outward_min,16,0,17,16,345,bounded_transverse_width,,base,0,0.07316800000000256,16,,0,0,,False,0,ends,6465,0,66,0,16,5989,40,27,0,0,0,61,2,4,3,326,batch_history_ends16_width015,[],25126.104176305056,0,0.0,False,0,439.4513021875,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20]",30.0,4,145,1.0,4,7,0,0,41,16,stress,20,public_upper_bound_16,293,7031.220835,40.0,constant,0.0732028330094181
40,23,True,0,40,0,1,8,boundary_outward_min__n16__positive,boundary_outward_min,16,0,17,16,342,bounded_transverse_width,,arc,63,0.05324099999999987,16,cached_distance_prefix_sum,0,0,,False,0,ends,1932,0,43,0,8,1792,27,19,0,0,0,0,0,4,3,323,batch_history_arc8_width015,[],26711.417523554115,0,0.0,False,0,458.2052190625,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20]",30.0,4,145,0.5,0,0,0,0,41,16,stress,22,public_upper_bound_16,291,7331.283505,40.0,constant,0.053283499961253256
36,23,True,0,36,0,0,8,boundary_outward_min__n16__positive,boundary_outward_min,16,17,16,16,383,bounded_transverse_width,,locked,59,0.05016300000000484,16,cached_distance_prefix_sum,0,0,,True,0,ends,2123,0,46,0,8,2068,30,21,0,17,0,0,0,4,2,365,batch_history_locked8_width015,[],25284.364145179235,0,0.0,False,0,456.0545518125,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20]",30.0,4,145,1.0,3,29,0,0,37,16,stress,22,public_upper_bound_16,335,7296.872829,40.0,constant,0.05018108297372237
37,23,True,0,37,0,0,8,boundary_outward_min__n16__negative,boundary_outward_min,16,15,16,16,340,bounded_transverse_width,,base,0,0.05299399999999821,16,,0,0,,False,0,first,,0,,0,8,1794,24,17,0,15,1,57,3,4,2,322,history_first8_width015,[],25457.276062060606,0,0.0,False,0,442.0909510625,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20]",30.0,4,146,1.0,8,18,0,1,38,16,stress,19,public_upper_bound_16,292,7073.455217,40.0,constant,0.05303945898776874
37,23,True,0,37,0,0,8,boundary_outward_min__n16__negative,boundary_outward_min,16,15,16,16,340,bounded_transverse_width,,base,0,0.05684699999999765,16,,0,0,,False,0,recent,,0,,0,8,1794,24,17,0,15,1,57,3,4,2,322,history_recent8_width015,[],25457.276062060606,0,0.0,False,0,442.0909510625,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20]",30.0,4,146,1.0,8,18,0,1,38,16,stress,19,public_upper_bound_16,292,7073.455217,40.0,constant,0.05690412496915087
37,23,True,0,37,0,0,8,boundary_outward_min__n16__negative,boundary_outward_min,16,15,16,16,340,bounded_transverse_width,,base,0,0.09539600000000092,16,,0,0,,False,0,ends,,0,,0,16,6276,30,21,0,15,1,57,3,4,2,322,history_ends16_width015,[],25410.05992078804,0,0.0,False,0,441.50074925,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20]",30.0,4,146,1.0,8,18,0,1,38,16,stress,19,public_upper_bound_16,292,7064.011988,40.0,constant,0.09545429097488523
