active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,cpu_s,discovered_channels,early_optical_success,early_optical_trials,failure,inconsistent_updates,initialization_s,joint_route_solves,known_upper_bound_skips,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,per_source_s,policy_cleared_channels,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
21,0,True,,,,,,uniform__smooth__94,uniform__smooth,14,14,14,141,0.1671769999999997,14,,,,0,6.854202365502715e-05,,,125,peer_layout9_proxy,[],18440.443707697068,0,,0.0,,,321.2920530714286,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,115,4498.088743,0.16727404203265905
9,0,True,0,0,0,0,0,uniform__smooth__94,uniform__smooth,9,17,14,138,0.025774000000000186,14,5,8,,0,5.7375000324100256e-05,21,0,119,fast7,[],13779.900780184762,0,,0.0,,,252.99858257142859,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,14,,10,14,ordinary,7,full_coverage_and_all_discovered_cleared,112,3541.980156,0.025822542025707662
9,0,True,0,0,0,0,0,uniform__smooth__94,uniform__smooth,9,17,14,138,0.026813999999999893,14,5,8,,0,6.854196544736624e-05,21,0,119,clearance7,[],13664.812761083936,0,77.43834781481453,0.0,9,,251.35446814285714,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,14,,10,14,ordinary,7,full_coverage_and_all_discovered_cleared,112,3518.962554,0.026835041993763298
6,0,True,0,0,0,0,0,uniform__smooth__94,uniform__smooth,6,14,14,145,0.02401500000000034,14,8,8,,0,7.070897845551372e-05,23,0,129,clearance9,[],14204.953375229808,0,45.99740288700349,0.0,6,,262.64219071428573,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,12,,0,14,ordinary,9,full_coverage_and_all_discovered_cleared,121,3676.99067,0.024015125003643334
26,0,True,,,,,,uniform__smooth__95,uniform__smooth,16,16,16,125,0.1983459999999999,16,,,,0,6.566697265952826e-05,,,107,peer_layout9_proxy,[],21224.385543301825,0,,0.0,,,309.4923191875,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,,,,16,ordinary,9,full_coverage_and_all_discovered_cleared,92,4951.877107,0.19843983399914578
6,0,True,0,0,0,0,0,uniform__smooth__95,uniform__smooth,9,18,16,135,0.030397999999999925,16,7,9,,0,5.52500132471323e-05,22,1,115,fast7,[],12179.487203402072,0,,0.0,,,200.056090125,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,26,,5,16,ordinary,6,public_upper_bound_16,104,3200.897442,0.030406666977796704
6,0,True,0,0,0,0,0,uniform__smooth__95,uniform__smooth,9,18,16,135,0.031133999999999773,16,7,9,,0,6.566703086718917e-05,22,1,115,clearance7,[],12157.220329645073,0,47.02973039028717,0.0,9,,199.7777541875,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,26,,5,16,ordinary,6,public_upper_bound_16,104,3196.444067,0.031184124993160367
6,0,True,0,0,0,0,0,uniform__smooth__95,uniform__smooth,9,17,16,153,0.0311060000000003,16,7,8,,0,6.637501064687967e-05,24,1,134,clearance9,[],12227.512950716113,0,56.291139292815515,0.0,9,,207.7189119375,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,23,,5,16,ordinary,8,public_upper_bound_16,125,3323.502591,0.03112775000045076
21,0,True,,,,,,uniform__smooth__96,uniform__smooth,12,12,12,154,0.1682320000000006,12,,,,0,6.658298661932349e-05,,,140,peer_layout9_proxy,[],18175.9417838084,0,,0.0,,,376.9323630833333,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",3,96,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,128,4523.188357,0.1683268750202842
14,0,True,0,0,0,0,0,uniform__smooth__96,uniform__smooth,11,18,12,150,0.027580999999999634,12,1,7,,0,6.195897003635764e-05,19,0,130,fast7,[],12604.295395148698,0,,0.0,,,280.82159,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",3,96,13,,1,12,ordinary,7,full_coverage_and_all_discovered_cleared,121,3369.85908,0.027591667021624744
15,0,True,0,0,0,0,0,uniform__smooth__96,uniform__smooth,11,19,12,151,0.02846400000000049,12,1,8,,0,7.9624995123595e-05,19,0,130,clearance7,[],12515.120831320375,0,77.67110981369508,0.0,11,,279.752014,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",3,96,12,,1,12,ordinary,7,full_coverage_and_all_discovered_cleared,123,3357.024168,0.02846304199192673
11,0,True,0,0,0,0,0,uniform__smooth__96,uniform__smooth,7,15,12,165,0.026010999999999562,12,5,8,,0,6.7666987888515e-05,21,0,148,clearance9,[],12591.522490634017,0,53.255642191387345,0.0,7,,288.85870825,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",3,96,9,,2,12,ordinary,9,full_coverage_and_all_discovered_cleared,139,3466.304499,0.02604966697981581
18,0,True,,,,,,uniform__adversarial-positive__87,uniform__adversarial-positive,11,11,11,149,0.14810299999999987,11,,,,0,7.050001295283437e-05,,,136,peer_layout9_proxy,[],18485.467084269425,0,,0.0,,,414.3721288181818,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,126,4558.093417,0.14821274997666478
9,0,True,0,0,0,0,0,uniform__adversarial-positive__87,uniform__adversarial-positive,6,14,11,135,0.0207550000000003,11,5,8,,0,5.8833975344896317e-05,18,0,119,fast7,[],12949.249362674504,0,,0.0,,,305.8045338181818,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,8,,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,115,3363.849872,0.020755834004376084
9,0,True,0,0,0,0,0,uniform__adversarial-positive__87,uniform__adversarial-positive,6,14,11,135,0.02108200000000071,11,5,8,,0,6.3000014051795e-05,18,0,119,clearance7,[],12872.921588342386,0,63.19216695707488,0.0,6,,304.4167560909091,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,8,,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,115,3348.584317,0.02110774995526299
5,0,True,0,0,0,0,0,uniform__adversarial-positive__87,uniform__adversarial-positive,8,12,11,174,0.02350799999999964,11,3,4,,0,6.549997488036752e-05,20,0,160,clearance9,[],13047.110497630772,0,50.27200948344591,0.0,8,,328.8565546363636,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,14,,5,11,ordinary,9,full_coverage_and_all_discovered_cleared,150,3617.422101,0.02352412504842505
20,0,True,,,,,,uniform__adversarial-positive__88,uniform__adversarial-positive,13,13,13,135,0.14664900000000003,13,,,,0,6.391701754182577e-05,,,120,peer_layout9_proxy,[],20006.08571111018,0,,0.0,,,367.2474724615385,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,108,4774.217142,0.14677537500392646
6,0,True,0,0,0,0,0,uniform__adversarial-positive__88,uniform__adversarial-positive,9,17,13,142,0.023867000000000083,13,4,8,,0,4.712503869086504e-05,20,0,123,fast7,[],12328.313263701748,0,,0.0,,,251.743281,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,21,,0,13,ordinary,7,full_coverage_and_all_discovered_cleared,115,3272.662653,0.02386891603237018
7,0,True,0,0,0,0,0,uniform__adversarial-positive__88,uniform__adversarial-positive,10,18,13,158,0.028556000000000026,13,3,8,,0,6.0999998822808266e-05,20,0,138,clearance7,[],11978.616519336316,0,103.75996113291923,0.0,10,,253.36333100000002,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,26,,1,13,ordinary,7,full_coverage_and_all_discovered_cleared,128,3293.723303,0.028555416967719793
8,0,True,0,0,0,0,0,uniform__adversarial-positive__88,uniform__adversarial-positive,12,16,13,142,0.023577999999999655,13,1,4,,0,7.01249809935689e-05,22,0,124,clearance9,[],13212.098552163488,0,74.03134869447177,0.0,12,,265.570747,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,14,,28,13,ordinary,9,full_coverage_and_all_discovered_cleared,116,3452.419711,0.023584250011481345
20,0,True,,,,,,uniform__adversarial-positive__89,uniform__adversarial-positive,10,10,10,150,0.171157,10,,,,0,6.333400961011648e-05,,,138,peer_layout9_proxy,[],17554.532023575295,0,,0.0,,,437.39064049999996,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",3,89,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,123,4373.906405,0.17129825003212318
9,0,True,0,0,0,0,0,uniform__adversarial-positive__89,uniform__adversarial-positive,7,16,10,147,0.02012300000000078,10,3,9,,0,6.416597170755267e-05,17,0,129,fast7,[],11063.806471636573,0,,0.0,,,304.7761293,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",3,89,16,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,122,3047.761293,0.02015758299967274
9,0,True,0,0,0,0,0,uniform__adversarial-positive__89,uniform__adversarial-positive,7,16,10,146,0.020597999999999672,10,3,9,,0,6.083300104364753e-05,17,0,128,clearance7,[],10997.581803954025,0,51.76526993772226,0.0,7,,302.95163590000004,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",3,89,15,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,122,3029.516359,0.020597875001840293
10,0,True,0,0,0,0,0,uniform__adversarial-positive__89,uniform__adversarial-positive,6,15,10,172,0.023285000000000444,10,4,9,,0,6.575003499165177e-05,19,0,155,clearance9,[],11881.466849148354,0,62.84118095286009,0.0,6,,336.3293372,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",3,89,17,,0,10,ordinary,9,full_coverage_and_all_discovered_cleared,147,3363.293372,0.02328979200683534
20,0,True,,,,,,uniform__adversarial-positive__90,uniform__adversarial-positive,11,11,11,146,0.15948299999999982,11,,,,0,6.90409797243774e-05,,,133,peer_layout9_proxy,[],17047.391493151248,0,,0.0,,,386.3162086363636,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",3,90,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,120,4249.478295,0.15959683299297467
7,0,True,0,0,0,0,0,uniform__adversarial-positive__90,uniform__adversarial-positive,6,12,11,137,0.022309999999999164,11,5,6,,0,5.1292008720338345e-05,18,0,123,fast7,[],12814.463759981632,0,,0.0,,,304.7175229090909,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",3,90,8,,2,11,ordinary,7,full_coverage_and_all_discovered_cleared,116,3351.892752,0.022323959041386843
7,0,True,0,0,0,0,0,uniform__adversarial-positive__90,uniform__adversarial-positive,6,12,11,137,0.022709000000000756,11,5,6,,0,5.6541990488767624e-05,18,0,123,clearance7,[],12728.44855402974,0,69.14932184532125,0.0,6,,303.1536101818182,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",3,90,8,,2,11,ordinary,7,full_coverage_and_all_discovered_cleared,116,3334.689712,0.022718042018823326
9,0,True,0,0,0,0,0,uniform__adversarial-positive__90,uniform__adversarial-positive,10,15,11,170,0.028487999999999403,11,1,5,,0,6.450002547353506e-05,20,0,153,clearance9,[],13455.518044692633,0,86.5659902664414,0.0,10,,333.2821463636364,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",3,90,15,,5,11,ordinary,9,full_coverage_and_all_discovered_cleared,143,3666.10361,0.028528124967124313
16,0,True,,,,,,uniform__adversarial-positive__91,uniform__adversarial-positive,10,10,10,167,0.13135100000000044,10,,,,0,8.083402644842863e-05,,,155,peer_layout9_proxy,[],15700.193759127274,0,,0.0,,,411.00387520000004,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",3,91,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,145,4110.038752,0.13142991700442508
10,0,True,0,0,0,0,0,uniform__adversarial-positive__91,uniform__adversarial-positive,5,13,10,141,0.01806699999999939,10,5,8,,0,5.758303450420499e-05,17,0,126,fast7,[],11751.20665445586,0,,0.0,,,315.9241332,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",3,91,6,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,120,3159.241332,0.01806937501532957
10,0,True,0,0,0,0,0,uniform__adversarial-positive__91,uniform__adversarial-positive,5,13,10,141,0.01888100000000037,10,5,8,,0,5.991599755361676e-05,17,0,126,clearance7,[],11728.001270164894,0,25.088687261751648,0.0,5,,315.4600256,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",3,91,6,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,120,3154.600256,0.018914958054665476
12,0,True,0,0,0,0,0,uniform__adversarial-positive__91,uniform__adversarial-positive,8,14,10,167,0.021892000000000245,10,2,6,,0,6.170797860249877e-05,19,0,151,clearance9,[],13164.88646048997,0,40.86666313859229,0.0,8,,359.19772939999996,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",3,91,5,,0,10,ordinary,9,full_coverage_and_all_discovered_cleared,142,3591.977294,0.021891749987844378
20,0,True,,,,,,uniform__adversarial-positive__92,uniform__adversarial-positive,13,13,13,135,0.15454900000000027,13,,,,0,6.799999391660094e-05,,,120,peer_layout9_proxy,[],18991.001971562044,0,,0.0,,,351.70772253846155,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,109,4572.200393,0.1546513750217855
7,0,True,0,0,0,0,0,uniform__adversarial-positive__92,uniform__adversarial-positive,7,15,13,155,0.02711100000000055,13,6,8,,0,7.250002818182111e-05,20,0,138,fast7,[],12511.716620214183,0,,0.0,,,261.0264094615385,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,28,,2,13,ordinary,7,full_coverage_and_all_discovered_cleared,130,3393.343323,0.0271278329892084
7,0,True,0,0,0,0,0,uniform__adversarial-positive__92,uniform__adversarial-positive,7,15,13,154,0.02782600000000013,13,6,8,,0,6.129196844995022e-05,20,0,137,clearance7,[],12452.426040395458,0,53.87872685660575,0.0,7,,259.65270846153845,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,27,,2,13,ordinary,7,full_coverage_and_all_discovered_cleared,129,3375.48521,0.02784562500892207
9,0,True,0,0,0,0,0,uniform__adversarial-positive__92,uniform__adversarial-positive,12,16,13,180,0.031338000000000754,13,1,4,,0,6.145902443677187e-05,22,0,162,clearance9,[],12630.53488037204,0,106.27123249458413,0.0,12,,273.93130569230766,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,23,,2,13,ordinary,9,full_coverage_and_all_discovered_cleared,151,3561.106974,0.03142658300930634
28,0,True,,,,,,uniform__adversarial-positive__93,uniform__adversarial-positive,16,16,16,110,0.22921800000000037,16,,,,0,8.224998600780964e-05,,,92,peer_layout9_proxy,[],20047.937430306567,0,,0.0,,,289.224217875,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,,,,16,ordinary,7,public_upper_bound_16,78,4627.587486,0.2294194590067491
16,0,True,0,0,0,0,0,uniform__adversarial-positive__93,uniform__adversarial-positive,12,25,16,168,0.03469100000000047,16,4,13,,0,5.299999611452222e-05,22,1,141,fast7,[],13525.508381054013,0,,0.0,,,227.8188545,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,41,,3,16,ordinary,6,public_upper_bound_16,128,3645.101672,0.034699458978138864
16,0,True,0,0,0,0,0,uniform__adversarial-positive__93,uniform__adversarial-positive,12,25,16,168,0.035914,16,4,13,,0,7.258402183651924e-05,22,1,141,clearance7,[],13434.880299355851,0,103.8982306755722,0.0,12,,226.686003625,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,41,,3,16,ordinary,6,public_upper_bound_16,128,3626.976058,0.03595208399929106
11,0,True,0,0,0,0,0,uniform__adversarial-positive__93,uniform__adversarial-positive,12,21,16,163,0.033815999999999846,16,4,9,,0,7.42500415071845e-05,23,2,140,clearance9,[],14197.598559082377,0,100.25729590239742,0.0,12,,235.344981875,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,31,,1,16,ordinary,7,public_upper_bound_16,131,3765.51971,0.033869124948978424
21,0,True,,,,,,uniform__adversarial-positive__94,uniform__adversarial-positive,14,14,14,141,0.17309899999999967,14,,,,0,8.254096610471606e-05,,,125,peer_layout9_proxy,[],18660.53291592155,0,,0.0,,,324.3647558571429,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,114,4541.106582,0.17321670800447464
10,0,True,0,0,0,0,0,uniform__adversarial-positive__94,uniform__adversarial-positive,10,18,14,128,0.025419999999999554,14,4,8,,0,6.283301627263427e-05,21,0,108,fast7,[],13102.683480756004,0,,0.0,,,238.68119257142857,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,13,,4,14,ordinary,7,full_coverage_and_all_discovered_cleared,99,3341.536696,0.02542841702234
10,0,True,0,0,0,0,0,uniform__adversarial-positive__94,uniform__adversarial-positive,10,18,14,128,0.02646899999999963,14,4,8,,0,6.408401532098651e-05,21,0,108,clearance7,[],13045.85582136164,0,73.82897821447273,0.0,10,,237.8693687142857,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,13,,4,14,ordinary,7,full_coverage_and_all_discovered_cleared,99,3330.171162,0.026471666991710663
9,0,True,0,0,0,0,0,uniform__adversarial-positive__94,uniform__adversarial-positive,10,16,14,164,0.027463000000000015,14,4,6,,0,6.341701373457909e-05,23,0,146,clearance9,[],14315.992288875424,0,100.28013383869677,0.0,10,,271.79988985714283,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,14,,0,14,ordinary,9,full_coverage_and_all_discovered_cleared,136,3805.198458,0.02746841695625335
26,0,True,,,,,,uniform__adversarial-positive__95,uniform__adversarial-positive,16,16,16,125,0.20057800000000015,16,,,,0,7.30830361135304e-05,,,107,peer_layout9_proxy,[],20512.4611506546,0,,0.0,,,300.5932643125,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,,,,16,ordinary,9,full_coverage_and_all_discovered_cleared,92,4809.492229,0.20072999998228624
8,0,True,0,0,0,0,0,uniform__adversarial-positive__95,uniform__adversarial-positive,8,20,16,126,0.030740999999999907,16,8,12,,0,5.9792015235871077e-05,22,1,104,fast7,[],12177.323700610952,0,,0.0,,,196.591546125,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,19,,2,16,ordinary,6,public_upper_bound_16,98,3145.464738,0.030767832999117672
8,0,True,0,0,0,0,0,uniform__adversarial-positive__95,uniform__adversarial-positive,8,20,16,126,0.02973200000000009,16,8,12,,0,6.608298281207681e-05,22,1,104,clearance7,[],12108.655154656486,0,58.662934939577944,0.0,8,,195.7331895,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,19,,2,16,ordinary,6,public_upper_bound_16,98,3131.731032,0.02974604198243469
10,0,True,0,0,0,0,0,uniform__adversarial-positive__95,uniform__adversarial-positive,12,21,16,151,0.033457999999999544,16,4,9,,0,6.462499732151628e-05,24,1,128,clearance9,[],13795.805380627316,0,83.77625597935366,0.0,12,,226.0725671875,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,19,,3,16,ordinary,8,public_upper_bound_16,123,3617.161075,0.03346120798960328
21,0,True,,,,,,uniform__adversarial-positive__96,uniform__adversarial-positive,12,12,12,154,0.1829320000000001,12,,,,0,6.579200271517038e-05,,,140,peer_layout9_proxy,[],16090.64971388473,0,,0.0,,,342.17749541666666,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",3,96,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,128,4106.129945,0.18320024997228757
13,0,True,0,0,0,0,0,uniform__adversarial-positive__96,uniform__adversarial-positive,10,17,12,149,0.028552999999999606,12,2,7,,0,6.566703086718917e-05,19,0,130,fast7,[],12635.907451550996,0,,0.0,,,281.1817908333333,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",3,96,15,,2,12,ordinary,7,full_coverage_and_all_discovered_cleared,122,3374.18149,0.02857324999058619
13,0,True,0,0,0,0,0,uniform__adversarial-positive__96,uniform__adversarial-positive,10,17,12,149,0.029289000000000343,12,2,7,,0,6.662501255050302e-05,19,0,130,clearance7,[],12603.369958942134,0,67.98761970227689,0.0,10,,280.63949933333333,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",3,96,15,,2,12,ordinary,7,full_coverage_and_all_discovered_cleared,122,3367.673992,0.029297958011738956
10,0,True,0,0,0,0,0,uniform__adversarial-positive__96,uniform__adversarial-positive,8,15,12,164,0.023228999999999722,12,4,7,,0,6.816699169576168e-05,21,0,147,clearance9,[],13648.531944719134,0,47.30780082858165,0.0,8,,305.7255324166667,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",3,96,14,,0,12,ordinary,9,full_coverage_and_all_discovered_cleared,135,3668.706389,0.02324725000653416
20,0,True,,,,,,uniform__adversarial-negative__87,uniform__adversarial-negative,11,11,11,151,0.17047300000000032,11,,,,0,6.212497828528285e-05,,,138,peer_layout9_proxy,[],18681.057497155012,0,,0.0,,,418.83740927272726,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,126,4607.211502,0.17064937500981614
12,0,True,0,0,0,0,0,uniform__adversarial-negative__87,uniform__adversarial-negative,9,18,11,156,0.025309000000000026,11,2,9,,0,6.629200652241707e-05,18,0,136,fast7,[],12116.105512384478,0,,0.0,,,300.7473729090909,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,15,,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,129,3308.221102,0.025331165990792215
12,0,True,0,0,0,0,0,uniform__adversarial-negative__87,uniform__adversarial-negative,9,18,11,156,0.025895000000000223,11,2,9,,0,7.300003198906779e-05,18,0,136,clearance7,[],11982.651614530645,0,78.95426050509668,0.0,9,,298.3209382727273,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,15,,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,129,3281.530321,0.025961625040508807
5,0,True,0,0,0,0,0,uniform__adversarial-negative__87,uniform__adversarial-negative,8,12,11,168,0.023932999999999538,11,3,4,,0,7.20410025678575e-05,20,0,154,clearance9,[],13087.410476659146,0,43.52857699531995,0.0,8,,326.58928145454547,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,12,,9,11,ordinary,9,full_coverage_and_all_discovered_cleared,147,3592.482096,0.0239625409594737
20,0,True,,,,,,uniform__adversarial-negative__88,uniform__adversarial-negative,13,13,13,135,0.14698200000000128,13,,,,0,6.566604133695364e-05,,,120,peer_layout9_proxy,[],21017.222496790913,0,,0.0,,,382.88034623076925,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,109,4977.444501,0.14733862498542294
5,0,True,0,0,0,0,0,uniform__adversarial-negative__88,uniform__adversarial-negative,9,15,13,140,0.02613999999999983,13,4,6,,0,5.666597280651331e-05,20,0,123,fast7,[],11814.09580706984,0,,0.0,,,243.29378184615385,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,20,,2,13,ordinary,7,full_coverage_and_all_discovered_cleared,114,3162.819164,0.02613904100144282
5,0,True,0,0,0,0,0,uniform__adversarial-negative__88,uniform__adversarial-negative,9,15,13,140,0.027484000000001174,13,4,6,,0,6.562500493600965e-05,20,0,123,clearance7,[],11770.74478453028,0,51.11642637847492,0.0,9,,242.62684292307694,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,20,,2,13,ordinary,7,full_coverage_and_all_discovered_cleared,114,3154.148958,0.027499084011651576
