active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,historical_anchor_mode,historical_cache_evictions,historical_inconsistent_cuts,historical_negative_limit,historical_pair_checks,historical_pair_cuts,historical_pair_updates,inconsistent_updates,inferred_negative_memory_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
49,35,True,0,49,2,5,17,boundary_outward__n10__negative,boundary_outward,7,,15,10,438,,,,,,0.02868799999998828,10,,0,0,,,,,,,0,,,,,,,,0,,0.00029862503288313746,0,62,0,10,10,421,packet_center22,[],22606.222654289893,2,,11.322934077568862,,False,1,705.9244533,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",,4,3043,,0,0,0,0,40,10,stress,22,full_coverage_and_all_discovered_cleared,368,7059.244533,,,,0.028729583020322025
19,7,True,0,19,0,0,3,boundary_outward__n10__negative,boundary_outward,10,,10,10,403,,bounded_transverse_width,,,,0.024257000000005746,10,,0,0,,,,,,,0,,,,,,,,0,,0.00016383297042921185,1,47,0,4,3,391,width40_f015_22,[],21366.81268425146,0,,0.0,,False,0,664.6362537,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3043,,0,0,1,1,25,10,stress,22,full_coverage_and_all_discovered_cleared,368,6646.362537,40.0,constant,,0.024257040990050882
19,7,True,0,19,0,0,3,boundary_outward__n10__negative,boundary_outward,10,0,10,10,403,,bounded_transverse_width,,base,0,0.024477999999987787,10,,0,0,,,,,,False,0,,,,,,,,0,0,0.00015974999405443668,1,47,0,4,3,391,range_width015,[],21366.81268425146,0,,0.0,,False,0,664.6362537,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3043,1.0,0,0,1,1,25,10,stress,22,full_coverage_and_all_discovered_cleared,368,6646.362537,40.0,constant,,0.024488666967954487
19,7,True,0,19,0,0,3,boundary_outward__n10__negative,boundary_outward,10,0,10,10,403,,bounded_transverse_width,,base,0,0.03089400000001774,10,,0,0,,,0,0,0,False,0,,,,,,,,0,0,0.00015483301831409335,1,47,0,4,3,391,faithful_width015,[],21366.81268425146,0,,0.0,,False,0,664.6362537,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3043,1.0,0,0,1,1,25,10,stress,22,full_coverage_and_all_discovered_cleared,368,6646.362537,40.0,constant,,0.03091116697760299
19,7,True,0,19,0,0,3,boundary_outward__n10__negative,boundary_outward,10,0,10,10,403,,bounded_transverse_width,,arc,47,0.026057000000008657,10,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.0001806250074878335,1,0,0,4,3,391,arc05_noskip_width015,[],21366.81268425146,0,,0.0,,False,0,664.6362537,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3043,0.5,0,0,1,1,25,10,stress,22,full_coverage_and_all_discovered_cleared,368,6646.362537,40.0,constant,,0.02606300002662465
19,7,True,0,19,0,0,3,boundary_outward__n10__negative,boundary_outward,10,0,10,10,403,,bounded_transverse_width,,arc,47,0.026033000000012407,10,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.00016158301150426269,1,0,0,4,3,391,fast_arc05_width015,[],21366.81268425146,0,,0.0,,False,0,664.6362537,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3043,0.5,0,0,1,1,25,10,stress,22,full_coverage_and_all_discovered_cleared,368,6646.362537,40.0,constant,,0.026053874986246228
19,7,True,0,19,0,0,3,boundary_outward__n10__negative,boundary_outward,10,0,10,10,403,,bounded_transverse_width,,arc,47,0.025846999999998843,10,cached_distance_prefix_sum,0,0,,,0,0,0,False,0,,,,,,,,0,0,0.0001567919971421361,1,0,0,4,3,391,faithful_arc05_width015,[],21366.81268425146,0,,0.0,,False,0,664.6362537,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3043,0.5,0,0,1,1,25,10,stress,22,full_coverage_and_all_discovered_cleared,368,6646.362537,40.0,constant,,0.025854417006485164
19,7,True,0,19,0,0,3,boundary_outward__n10__negative,boundary_outward,10,0,10,10,403,,bounded_transverse_width,,locked,47,0.02210199999998963,10,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,0,0,0.00014879100490361452,1,0,0,4,3,391,locked_noskip_width015,[],21366.81268425146,0,,0.0,,False,0,664.6362537,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3043,1.0,0,0,1,1,25,10,stress,22,full_coverage_and_all_discovered_cleared,368,6646.362537,40.0,constant,,0.022102000017184764
19,7,True,0,19,0,0,3,boundary_outward__n10__negative,boundary_outward,10,0,10,10,403,,bounded_transverse_width,,locked,47,0.0226470000000063,10,cached_distance_prefix_sum,0,0,,,0,0,0,True,0,,,,,,,,0,0,0.00015058304416015744,1,0,0,4,3,391,faithful_locked_width015,[],21366.81268425146,0,,0.0,,False,0,664.6362537,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3043,1.0,0,0,1,1,25,10,stress,22,full_coverage_and_all_discovered_cleared,368,6646.362537,40.0,constant,,0.022665458032861352
19,7,True,0,19,0,0,3,boundary_outward__n10__negative,boundary_outward,10,0,10,10,403,,bounded_transverse_width,,base,0,0.03712200000001076,10,,0,0,,,,,,False,0,first,0,0,8,784,8,8,0,0,0.000162874988745898,1,47,0,4,3,391,history_first8_width015,[],21182.932840629663,0,,0.0,,False,0,660.9586566,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3043,1.0,0,0,1,1,25,10,stress,22,full_coverage_and_all_discovered_cleared,368,6609.586566,40.0,constant,,0.03714554099133238
19,7,True,0,19,0,0,3,boundary_outward__n10__negative,boundary_outward,10,0,10,10,403,,bounded_transverse_width,,base,0,0.04028999999999883,10,,0,0,,,,,,False,0,recent,0,0,8,784,8,8,0,0,0.00029016699409112334,1,47,0,4,3,391,history_recent8_width015,[],21182.932840629663,0,,0.0,,False,0,660.9586566,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3043,1.0,0,0,1,1,25,10,stress,22,full_coverage_and_all_discovered_cleared,368,6609.586566,40.0,constant,,0.04032316600205377
44,35,True,0,44,2,3,17,boundary_outward__n10__spatial,boundary_outward,8,,11,10,429,,,,,,0.025174999999990177,10,,0,0,,,,,,,0,,,,,,,,0,,0.00029733299743384123,1,58,0,6,5,416,packet_center22,[],22577.15247648403,0,,0.0,,False,0,701.6430496,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",,4,3044,,0,0,1,1,36,10,stress,22,full_coverage_and_all_discovered_cleared,368,7016.430496,,,,0.02517400000942871
17,6,True,0,17,0,0,3,boundary_outward__n10__spatial,boundary_outward,10,,10,10,401,,bounded_transverse_width,,,,0.023662000000001626,10,,0,0,,,,,,,0,,,,,,,,0,,0.00015458301641047,1,46,0,3,2,389,width40_f015_22,[],21234.699566571184,0,,0.0,,False,0,660.9939913999999,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3044,,0,0,1,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,368,6609.939914,40.0,constant,,0.023676040989812464
17,6,True,0,17,0,0,3,boundary_outward__n10__spatial,boundary_outward,10,0,10,10,401,,bounded_transverse_width,,base,0,0.023889999999994416,10,,0,0,,,,,,False,0,,,,,,,,0,0,0.00014916603686288,1,46,0,3,2,389,range_width015,[],21234.699566571184,0,,0.0,,False,0,660.9939913999999,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3044,1.0,0,0,1,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,368,6609.939914,40.0,constant,,0.02390091703273356
17,6,True,0,17,0,0,3,boundary_outward__n10__spatial,boundary_outward,10,0,10,10,401,,bounded_transverse_width,,base,0,0.023939999999981865,10,,0,0,,,0,0,0,False,0,,,,,,,,0,0,0.00015608296962454915,1,46,0,3,2,389,faithful_width015,[],21234.699566571184,0,,0.0,,False,0,660.9939913999999,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3044,1.0,0,0,1,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,368,6609.939914,40.0,constant,,0.023969665984623134
17,6,True,0,17,0,0,3,boundary_outward__n10__spatial,boundary_outward,10,0,10,10,401,,bounded_transverse_width,,arc,46,0.025467000000020334,10,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.00015883304877206683,1,0,0,3,2,389,arc05_noskip_width015,[],21234.699566571184,0,,0.0,,False,0,660.9939913999999,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3044,0.5,0,0,1,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,368,6609.939914,40.0,constant,,0.02549099997850135
17,6,True,0,17,0,0,3,boundary_outward__n10__spatial,boundary_outward,10,0,10,10,401,,bounded_transverse_width,,arc,46,0.025171000000000276,10,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.00015316600911319256,1,0,0,3,2,389,fast_arc05_width015,[],21234.699566571184,0,,0.0,,False,0,660.9939913999999,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3044,0.5,0,0,1,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,368,6609.939914,40.0,constant,,0.025173375033773482
17,6,True,0,17,0,0,3,boundary_outward__n10__spatial,boundary_outward,10,0,10,10,401,,bounded_transverse_width,,arc,46,0.025244999999983975,10,cached_distance_prefix_sum,0,0,,,0,0,0,False,0,,,,,,,,0,0,0.0001557499635964632,1,0,0,3,2,389,faithful_arc05_width015,[],21234.699566571184,0,,0.0,,False,0,660.9939913999999,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3044,0.5,0,0,1,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,368,6609.939914,40.0,constant,,0.02525337500264868
17,6,True,0,17,0,0,3,boundary_outward__n10__spatial,boundary_outward,10,0,10,10,401,,bounded_transverse_width,,locked,46,0.021833999999984144,10,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,0,0,0.0001485829707235098,1,0,0,3,2,389,locked_noskip_width015,[],21234.699566571184,0,,0.0,,False,0,660.9939913999999,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3044,1.0,0,0,1,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,368,6609.939914,40.0,constant,,0.02185487502720207
17,6,True,0,17,0,0,3,boundary_outward__n10__spatial,boundary_outward,10,0,10,10,401,,bounded_transverse_width,,locked,46,0.022147000000018124,10,cached_distance_prefix_sum,0,0,,,0,0,0,True,0,,,,,,,,0,0,0.00015966698992997408,1,0,0,3,2,389,faithful_locked_width015,[],21234.699566571184,0,,0.0,,False,0,660.9939913999999,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3044,1.0,0,0,1,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,368,6609.939914,40.0,constant,,0.02220983395818621
17,6,True,0,17,0,0,3,boundary_outward__n10__spatial,boundary_outward,10,0,10,10,401,,bounded_transverse_width,,base,0,0.036167000000006055,10,,0,0,,,,,,False,0,first,0,0,8,735,9,7,0,0,0.00016529200365766883,1,46,0,3,2,389,history_first8_width015,[],21071.216317487637,0,,0.0,,False,0,657.7243267,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3044,1.0,0,0,1,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,368,6577.243267,40.0,constant,,0.036189042031764984
17,6,True,0,17,0,0,3,boundary_outward__n10__spatial,boundary_outward,10,0,10,10,401,,bounded_transverse_width,,base,0,0.03916300000000206,10,,0,0,,,,,,False,0,recent,0,0,8,735,9,7,0,0,0.0002252080012112856,1,46,0,3,2,389,history_recent8_width015,[],21071.216317487637,0,,0.0,,False,0,657.7243267,"[1, 2, 3, 5, 7, 8, 12, 17, 18, 20]",30.0,4,3044,1.0,0,0,1,1,24,10,stress,22,full_coverage_and_all_discovered_cleared,368,6577.243267,40.0,constant,,0.039195916964672506
64,48,True,0,64,2,5,23,boundary_outward__n13__positive,boundary_outward,10,,18,13,429,,,,,,0.033714999999972406,13,,0,0,,,,,,,0,,,,,,,,0,,0.000304749992210418,0,73,0,10,10,409,packet_center22,[],26371.61029571005,2,,12.288713906778845,,False,1,595.8709277692308,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",,4,3045,,0,0,0,0,51,13,stress,22,full_coverage_and_all_discovered_cleared,347,7746.322061,,,,0.033733958029188216
32,18,True,0,32,0,0,6,boundary_outward__n13__positive,boundary_outward,13,,13,13,392,,bounded_transverse_width,,,,0.028651999999993905,13,,0,0,,,,,,,0,,,,,,,,0,,0.00016475003212690353,0,55,0,4,3,377,width40_f015_22,[],25054.23366742678,0,,0.0,,False,0,562.1420564615385,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3045,,0,0,0,0,33,13,stress,22,full_coverage_and_all_discovered_cleared,347,7307.846734,40.0,constant,,0.02865912497509271
32,18,True,0,32,0,0,6,boundary_outward__n13__positive,boundary_outward,13,0,13,13,392,,bounded_transverse_width,,base,0,0.028742999999991525,13,,0,0,,,,,,False,0,,,,,,,,0,0,0.0001622500130906701,0,55,0,4,3,377,range_width015,[],25054.23366742678,0,,0.0,,False,0,562.1420564615385,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3045,1.0,0,0,0,0,33,13,stress,22,full_coverage_and_all_discovered_cleared,347,7307.846734,40.0,constant,,0.028760624991264194
32,18,True,0,32,0,0,6,boundary_outward__n13__positive,boundary_outward,13,0,13,13,392,,bounded_transverse_width,,base,0,0.028873000000004367,13,,0,0,,,0,0,0,False,0,,,,,,,,0,0,0.0001515419571660459,0,55,0,4,3,377,faithful_width015,[],25054.23366742678,0,,0.0,,False,0,562.1420564615385,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3045,1.0,0,0,0,0,33,13,stress,22,full_coverage_and_all_discovered_cleared,347,7307.846734,40.0,constant,,0.02890866599045694
32,18,True,0,32,0,0,6,boundary_outward__n13__positive,boundary_outward,13,0,13,13,392,,bounded_transverse_width,,arc,55,0.03069399999998268,13,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.00015187502140179276,0,0,0,4,3,377,arc05_noskip_width015,[],25054.23366742678,0,,0.0,,False,0,562.1420564615385,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3045,0.5,0,0,0,0,33,13,stress,22,full_coverage_and_all_discovered_cleared,347,7307.846734,40.0,constant,,0.03071124997222796
32,18,True,0,32,0,0,6,boundary_outward__n13__positive,boundary_outward,13,0,13,13,392,,bounded_transverse_width,,arc,55,0.030630000000002156,13,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.00016204197891056538,0,0,0,4,3,377,fast_arc05_width015,[],25054.23366742678,0,,0.0,,False,0,562.1420564615385,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3045,0.5,0,0,0,0,33,13,stress,22,full_coverage_and_all_discovered_cleared,347,7307.846734,40.0,constant,,0.030654957983642817
32,18,True,0,32,0,0,6,boundary_outward__n13__positive,boundary_outward,13,0,13,13,392,,bounded_transverse_width,,arc,55,0.03093899999998939,13,cached_distance_prefix_sum,0,0,,,0,0,0,False,0,,,,,,,,0,0,0.00016504101222380996,0,0,0,4,3,377,faithful_arc05_width015,[],25054.23366742678,0,,0.0,,False,0,562.1420564615385,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3045,0.5,0,0,0,0,33,13,stress,22,full_coverage_and_all_discovered_cleared,347,7307.846734,40.0,constant,,0.030958291026763618
29,18,True,0,29,0,0,6,boundary_outward__n13__positive,boundary_outward,13,0,13,13,402,,bounded_transverse_width,,locked,52,0.0251920000000041,13,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,0,0,0.00015650002751499414,0,0,0,4,2,387,locked_noskip_width015,[],23852.805631425996,0,,0.0,,False,0,548.4277791538461,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3045,1.0,1,0,1,0,30,13,stress,22,full_coverage_and_all_discovered_cleared,359,7129.561129,40.0,constant,,0.0251988330273889
29,18,True,0,29,0,0,6,boundary_outward__n13__positive,boundary_outward,13,3,13,13,399,,bounded_transverse_width,,locked,52,0.025257999999979575,13,cached_distance_prefix_sum,0,0,,,3,0,3,True,0,,,,,,,,0,3,0.00016562500968575478,0,0,0,4,2,384,faithful_locked_width015,[],23852.805631425996,0,,0.0,,False,0,547.0431637692308,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3045,1.0,1,0,1,0,30,13,stress,22,full_coverage_and_all_discovered_cleared,356,7111.561129,40.0,constant,,0.02527137502329424
29,15,True,0,29,0,0,5,boundary_outward__n13__positive,boundary_outward,13,0,13,13,389,,bounded_transverse_width,,base,0,0.044100999999983514,13,,0,0,,,,,,False,0,first,0,0,8,1014,18,13,0,0,0.00015899998834356666,0,54,0,4,3,374,history_first8_width015,[],24653.27295813906,0,,0.0,,False,0,554.819584,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3045,1.0,0,0,0,0,32,13,stress,22,full_coverage_and_all_discovered_cleared,347,7212.654592,40.0,constant,,0.04411954199895263
29,15,True,0,29,0,0,5,boundary_outward__n13__positive,boundary_outward,13,0,13,13,389,,bounded_transverse_width,,base,0,0.04719800000000873,13,,0,0,,,,,,False,0,recent,0,0,8,1014,18,13,0,0,0.00028070801636204123,0,54,0,4,3,374,history_recent8_width015,[],24653.27295813906,0,,0.0,,False,0,554.819584,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3045,1.0,0,0,0,0,32,13,stress,22,full_coverage_and_all_discovered_cleared,347,7212.654592,40.0,constant,,0.04723650001687929
67,47,True,0,67,2,6,21,boundary_outward__n13__negative,boundary_outward,10,,19,13,433,,,,,,0.03626399999998853,13,,0,0,,,,,,,0,,,,,,,,0,,0.000329374975990504,0,75,0,10,10,412,packet_center22,[],26471.369916175096,2,,12.396870351072234,,False,1,598.7903062307693,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",,4,3046,,0,0,0,0,53,13,stress,22,full_coverage_and_all_discovered_cleared,347,7784.273981,,,,0.03629812499275431
33,18,True,0,33,0,2,6,boundary_outward__n13__negative,boundary_outward,13,,15,13,395,,bounded_transverse_width,,,,0.029447000000004664,13,,0,0,,,,,,,0,,,,,,,,0,,0.00016500003403052688,0,56,0,4,3,378,width40_f015_22,[],25256.461206479766,0,,0.0,,False,0,566.0994033846154,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3046,,0,0,0,0,34,13,stress,22,full_coverage_and_all_discovered_cleared,347,7359.292244,40.0,constant,,0.029477541043888777
33,18,True,0,33,0,2,6,boundary_outward__n13__negative,boundary_outward,13,0,15,13,395,,bounded_transverse_width,,base,0,0.029517999999995936,13,,0,0,,,,,,False,0,,,,,,,,0,0,0.00016645900905132294,0,56,0,4,3,378,range_width015,[],25256.461206479766,0,,0.0,,False,0,566.0994033846154,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3046,1.0,0,0,0,0,34,13,stress,22,full_coverage_and_all_discovered_cleared,347,7359.292244,40.0,constant,,0.029533667024224997
33,18,True,0,33,0,2,6,boundary_outward__n13__negative,boundary_outward,13,0,15,13,395,,bounded_transverse_width,,base,0,0.029262000000016997,13,,0,0,,,0,0,0,False,0,,,,,,,,0,0,0.0001532500027678907,0,56,0,4,3,378,faithful_width015,[],25256.461206479766,0,,0.0,,False,0,566.0994033846154,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3046,1.0,0,0,0,0,34,13,stress,22,full_coverage_and_all_discovered_cleared,347,7359.292244,40.0,constant,,0.029282458999659866
33,18,True,0,33,0,2,6,boundary_outward__n13__negative,boundary_outward,13,0,15,13,395,,bounded_transverse_width,,arc,56,0.03131799999999885,13,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.00018287496641278267,0,0,0,4,3,378,arc05_noskip_width015,[],25256.461206479766,0,,0.0,,False,0,566.0994033846154,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3046,0.5,0,0,0,0,34,13,stress,22,full_coverage_and_all_discovered_cleared,347,7359.292244,40.0,constant,,0.031342332949861884
33,18,True,0,33,0,2,6,boundary_outward__n13__negative,boundary_outward,13,0,15,13,395,,bounded_transverse_width,,arc,56,0.03130399999997735,13,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.00015674997121095657,0,0,0,4,3,378,fast_arc05_width015,[],25256.461206479766,0,,0.0,,False,0,566.0994033846154,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3046,0.5,0,0,0,0,34,13,stress,22,full_coverage_and_all_discovered_cleared,347,7359.292244,40.0,constant,,0.03137741697719321
33,18,True,0,33,0,2,6,boundary_outward__n13__negative,boundary_outward,13,0,15,13,395,,bounded_transverse_width,,arc,56,0.031176999999985355,13,cached_distance_prefix_sum,0,0,,,0,0,0,False,0,,,,,,,,0,0,0.00016670802142471075,0,0,0,4,3,378,faithful_arc05_width015,[],25256.461206479766,0,,0.0,,False,0,566.0994033846154,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3046,0.5,0,0,0,0,34,13,stress,22,full_coverage_and_all_discovered_cleared,347,7359.292244,40.0,constant,,0.031209708016831428
30,18,True,0,30,1,2,6,boundary_outward__n13__negative,boundary_outward,12,0,14,13,405,,bounded_transverse_width,,locked,53,0.026048000000002958,13,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,0,0,0.0001555840135551989,0,0,0,4,2,389,locked_noskip_width015,[],24002.67987749437,0,,0.0,,False,0,551.887383,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3046,1.0,1,0,0,0,31,13,stress,22,full_coverage_and_all_discovered_cleared,361,7174.535979,40.0,constant,,0.026055000023916364
30,18,True,0,30,1,2,6,boundary_outward__n13__negative,boundary_outward,12,3,14,13,402,,bounded_transverse_width,,locked,53,0.02632800000000657,13,cached_distance_prefix_sum,0,0,,,3,0,3,True,0,,,,,,,,0,3,0.00016008300008252263,0,0,0,4,2,386,faithful_locked_width015,[],24002.67987749437,0,,0.0,,False,0,550.5027676153846,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3046,1.0,1,0,0,0,31,13,stress,22,full_coverage_and_all_discovered_cleared,358,7156.535979,40.0,constant,,0.026376041991170496
31,16,True,0,31,0,2,5,boundary_outward__n13__negative,boundary_outward,13,0,15,13,393,,bounded_transverse_width,,base,0,0.04482799999999543,13,,0,0,,,,,,False,0,first,0,0,8,1051,17,13,0,0,0.0001586250145919621,0,55,0,4,3,376,history_first8_width015,[],25028.942275522615,0,,0.0,,False,0,561.8298813846154,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3046,1.0,0,0,0,0,33,13,stress,22,full_coverage_and_all_discovered_cleared,347,7303.788458,40.0,constant,,0.04489208303857595
31,16,True,0,31,0,2,5,boundary_outward__n13__negative,boundary_outward,13,0,15,13,393,,bounded_transverse_width,,base,0,0.04754199999999287,13,,0,0,,,,,,False,0,recent,0,0,8,1051,17,13,0,0,0.00025574996834620833,0,55,0,4,3,376,history_recent8_width015,[],25028.942275522615,0,,0.0,,False,0,561.8298813846154,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3046,1.0,0,0,0,0,33,13,stress,22,full_coverage_and_all_discovered_cleared,347,7303.788458,40.0,constant,,0.04757179197622463
50,40,True,0,50,0,2,18,boundary_outward__n13__spatial,boundary_outward,13,,15,13,412,,,,,,0.02751299999999901,13,,0,0,,,,,,,0,,,,,,,,0,,0.0003339169779792428,0,63,0,6,3,395,packet_center22,[],26029.207449895068,0,,0.0,,False,0,584.5262685384615,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",,4,3047,,0,0,0,0,41,13,stress,22,full_coverage_and_all_discovered_cleared,347,7598.841491,,,,0.027513167005963624
31,17,True,0,31,0,1,6,boundary_outward__n13__spatial,boundary_outward,13,,14,13,392,,bounded_transverse_width,,,,0.027814000000006445,13,,0,0,,,,,,,0,,,,,,,,0,,0.00015708303544670343,0,55,0,4,3,376,width40_f015_22,[],25136.368980559182,0,,0.0,,False,0,563.2518307692308,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3047,,0,0,0,0,33,13,stress,22,full_coverage_and_all_discovered_cleared,347,7322.2738,40.0,constant,,0.02782879100413993
31,17,True,0,31,0,1,6,boundary_outward__n13__spatial,boundary_outward,13,0,14,13,392,,bounded_transverse_width,,base,0,0.027962999999999738,13,,0,0,,,,,,False,0,,,,,,,,0,0,0.00016654201317578554,0,55,0,4,3,376,range_width015,[],25136.368980559182,0,,0.0,,False,0,563.2518307692308,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3047,1.0,0,0,0,0,33,13,stress,22,full_coverage_and_all_discovered_cleared,347,7322.2738,40.0,constant,,0.027984459011349827
31,17,True,0,31,0,1,6,boundary_outward__n13__spatial,boundary_outward,13,0,14,13,392,,bounded_transverse_width,,base,0,0.028208999999975504,13,,0,0,,,0,0,0,False,0,,,,,,,,0,0,0.00016283401055261493,0,55,0,4,3,376,faithful_width015,[],25136.368980559182,0,,0.0,,False,0,563.2518307692308,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3047,1.0,0,0,0,0,33,13,stress,22,full_coverage_and_all_discovered_cleared,347,7322.2738,40.0,constant,,0.028252125019207597
31,17,True,0,31,0,1,6,boundary_outward__n13__spatial,boundary_outward,13,0,14,13,392,,bounded_transverse_width,,arc,55,0.030066000000005033,13,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.00016270799096673727,0,0,0,4,3,376,arc05_noskip_width015,[],25136.368980559182,0,,0.0,,False,0,563.2518307692308,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3047,0.5,0,0,0,0,33,13,stress,22,full_coverage_and_all_discovered_cleared,347,7322.2738,40.0,constant,,0.030084415979217738
